Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2021-01-01 02:00 AM,2021,01,01,02,53.9,146,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 03:00 AM,2021,01,01,03,54.0,147,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 04:00 AM,2021,01,01,04,53.5,145,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 05:00 AM,2021,01,01,05,53.8,146,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 06:00 AM,2021,01,01,06,55.7,151,Unhealthy,63.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 07:00 AM,2021,01,01,07,55.9,151,Unhealthy,57.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 08:00 AM,2021,01,01,08,56.1,151,Unhealthy,57.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 09:00 AM,2021,01,01,09,56.7,152,Unhealthy,59.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 10:00 AM,2021,01,01,10,57.4,152,Unhealthy,60.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 11:00 AM,2021,01,01,11,56.2,151,Unhealthy,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 12:00 PM,2021,01,01,12,52.0,142,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 01:00 PM,2021,01,01,13,49.7,136,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 02:00 PM,2021,01,01,14,46.9,129,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 03:00 PM,2021,01,01,15,45.2,125,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 04:00 PM,2021,01,01,16,44.8,124,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 05:00 PM,2021,01,01,17,43.3,120,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 06:00 PM,2021,01,01,18,44.7,124,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 07:00 PM,2021,01,01,19,44.7,124,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 08:00 PM,2021,01,01,20,46.7,129,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 09:00 PM,2021,01,01,21,46.4,128,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 10:00 PM,2021,01,01,22,45.0,124,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-01 11:00 PM,2021,01,01,23,44.7,124,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 12:00 AM,2021,01,02,00,45.2,125,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 01:00 AM,2021,01,02,01,46.2,127,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 02:00 AM,2021,01,02,02,46.2,127,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 03:00 AM,2021,01,02,03,47.3,130,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 04:00 AM,2021,01,02,04,47.5,131,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 05:00 AM,2021,01,02,05,47.8,131,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 06:00 AM,2021,01,02,06,47.5,131,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 07:00 AM,2021,01,02,07,57.1,152,Unhealthy,71.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 08:00 AM,2021,01,02,08,64.7,156,Unhealthy,74.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 09:00 AM,2021,01,02,09,70.6,159,Unhealthy,77.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 10:00 AM,2021,01,02,10,72.1,160,Unhealthy,75.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 11:00 AM,2021,01,02,11,76.6,162,Unhealthy,82.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 12:00 PM,2021,01,02,12,80.1,164,Unhealthy,84.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 01:00 PM,2021,01,02,13,73.7,160,Unhealthy,66.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2021-01-02 02:00 PM,2021,01,02,14,67.0,157,Unhealthy,59.0,UG/M3,1 Hr,Valid
