name_1,tot_pop,avg_pm2.5_2020,le_gain
Punjab,117904700,49.633614735272566,4.374094244056711
Sindh,52758109,42.36500617124412,3.661770604781924
Khyber Pakhtunkhwa,38098479,39.35931221735902,3.367212597301184
Balochistan,10424629,18.572689041746962,1.3301235260912023
Azad Kashmir,5394006,30.508333,2.499816634
Federal Capital Territory,2843239,48.459499,4.259030902
Gilgit-Baltistan,1102572,10.56314,0.54518772
