level,id,name0,name1,name,population,pm2023,pm2022,pm2021,pm2020,pm2019,pm2018,pm2017,pm2016,pm2015,pm2014,pm2013,pm2012,pm2011,pm2010,pm2009,pm2008,pm2007,pm2006,pm2005,pm2004,pm2003,pm2002,pm2001,pm2000,pm1999,pm1998,who2023,who2022,who2021,who2020,who2019,who2018,who2017,who2016,who2015,who2014,who2013,who2012,who2011,who2010,who2009,who2008,who2007,who2006,who2005,who2004,who2003,who2002,who2001,who2000,who1999,who1998,nat2023,nat2022,nat2021,nat2020,nat2019,nat2018,nat2017,nat2016,nat2015,nat2014,nat2013,nat2012,nat2011,nat2010,nat2009,nat2008,nat2007,nat2006,nat2005,nat2004,nat2003,nat2002,nat2001,nat2000,nat1999,nat1998
2,17839,India,Telangana,Adilabad,720631,32.12,29.79,35.17,30.55,31.19,31.85,30.91,30.94,30.09,30.16,30.48,26.63,28.59,27.07,28.03,29.68,27.13,26.5,23.69,22.4,21.14,19.99,21.16,18.59,15.18,13.9,2.7,2.4,3,2.5,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.1,2.3,2.2,2.3,2.4,2.2,2.1,1.8,1.7,1.6,1.5,1.6,1.3,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17588,India,Madhya Pradesh,Agar Malwa,770272,34.43,31.2,37.69,34.78,37.8,34.27,36.83,33.77,33.26,34.57,35.76,32.99,34.64,31.27,31.53,31.02,29.56,29.62,26.52,24.9,27.3,24.16,22.68,21.18,16.53,16.21,2.9,2.6,3.2,2.9,3.2,2.9,3.1,2.8,2.8,2.9,3,2.7,2.9,2.6,2.6,2.5,2.4,2.4,2.1,2,2.2,1.9,1.7,1.6,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17880,India,Uttar Pradesh,Agra,4429524,68.89,65.03,75.14,77.44,77.96,72.15,75.34,76.39,72.49,65.84,69.22,68.11,75.12,72.39,66.44,70.65,61.99,57.84,61,57.84,60.79,56.38,53.69,47.21,46.44,47.48,6.3,5.9,6.9,7.1,7.2,6.6,6.9,7,6.6,6,6.3,6.2,6.9,6.6,6,6.4,5.6,5.2,5.5,5.2,5.5,5,4.8,4.1,4.1,4.2,2.8,2.5,3.4,3.7,3.7,3.2,3.5,3.6,3.2,2.5,2.9,2.8,3.4,3.2,2.6,3,2.2,1.7,2.1,1.7,2,1.6,1.3,0.7,0.6,0.7
2,17430,India,Gujarat,Ahmadabad,8484161,36.27,32.82,38.81,37.85,38.77,41.98,41.8,40.35,42.04,38.08,36.03,32.06,32.96,33.76,29.72,32.75,30.88,30.97,29.64,27.67,27.43,24.21,26.4,24.97,24.65,23.84,3.1,2.7,3.3,3.2,3.3,3.6,3.6,3.5,3.6,3.2,3,2.7,2.7,2.8,2.4,2.7,2.5,2.5,2.4,2.2,2.2,1.9,2.1,2,1.9,1.8,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17639,India,Maharashtra,Ahmednagar,4998109,33.64,33.1,36.31,32.78,31.39,32.86,34.27,31.87,32.11,30.43,30.34,27.53,28.78,29.64,28.15,28.03,26.67,26.94,25.31,21.98,21.73,19.87,20.26,18.16,13.13,13.57,2.8,2.8,3.1,2.7,2.6,2.7,2.9,2.6,2.7,2.5,2.5,2.2,2.3,2.4,2.3,2.3,2.1,2.2,2,1.7,1.6,1.5,1.5,1.3,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17694,India,Mizoram,Aizawl,469356,21.4,20.39,27.92,24.37,22.06,25.62,21.15,24.5,26.03,24.21,22.2,25.33,25.52,24.2,28.95,22.35,25.17,27.76,20.37,22.38,21.07,18.96,18.36,18.99,15.52,16.04,1.6,1.5,2.2,1.9,1.7,2,1.6,1.9,2.1,1.9,1.7,2,2,1.9,2.3,1.7,2,2.2,1.5,1.7,1.6,1.4,1.3,1.4,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17770,India,Rajasthan,Ajmer,3069551,34.56,29.06,36.71,34.07,36.57,34.83,34.14,33.3,36.3,32.59,34.92,32.3,34.71,36.54,35.37,31.81,32.01,32.82,31,28.14,30.53,28.01,26.14,23.89,22.08,21.6,2.9,2.4,3.1,2.8,3.1,2.9,2.9,2.8,3.1,2.7,2.9,2.7,2.9,3.1,3,2.6,2.6,2.7,2.5,2.3,2.5,2.3,2.1,1.9,1.7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17640,India,Maharashtra,Akola,2111573,38.7,36.34,43.52,40.06,40.37,38.1,38.16,35.58,36.36,34.99,36.32,31.72,33.81,31.78,31.34,32.5,29.58,29.93,26.65,24.99,25.45,22.64,23.11,21.45,17.09,17.15,3.3,3.1,3.8,3.4,3.5,3.2,3.2,3,3.1,2.9,3.1,2.6,2.8,2.6,2.6,2.7,2.4,2.4,2.1,2,2,1.7,1.8,1.6,1.2,1.2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17571,India,Kerala,Alappuzha,2165337,19.12,19.13,19.71,19.17,18.65,24.74,21.14,22.06,19.3,20.61,17.99,20.17,21.07,19.13,21.29,21.1,20.26,18.9,18.41,19.12,17.54,16.2,15.33,15.14,13.41,12.27,1.4,1.4,1.4,1.4,1.3,1.9,1.6,1.7,1.4,1.5,1.3,1.5,1.6,1.4,1.6,1.6,1.5,1.4,1.3,1.4,1.2,1.1,1,1,0.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17881,India,Uttar Pradesh,Aligarh,4350429,67.5,69.44,75.67,71.35,75.58,78.11,83.61,85.43,79.72,68.81,74.14,70.1,82.57,78.34,67.84,73.68,62.82,59.1,62.98,63.45,69.67,57.43,55.79,50.12,45.52,50.47,6.1,6.3,6.9,6.5,6.9,7.2,7.7,7.9,7.3,6.3,6.8,6.4,7.6,7.2,6.2,6.7,5.7,5.3,5.7,5.7,6.3,5.1,5,4.4,4,4.5,2.7,2.9,3.5,3.1,3.5,3.7,4.3,4.5,3.9,2.8,3.3,2.9,4.2,3.8,2.7,3.3,2.2,1.9,2.3,2.3,2.9,1.7,1.5,1,0.5,1
2,17968,India,West Bengal,Alipurduar,1443438,41.05,40.86,50.68,51.2,47.89,52.55,49.25,46.39,47.19,48.01,43.95,47.61,45.12,44.52,51.34,44.79,43.19,46.76,39.88,39.62,38.76,36.71,37.24,34.71,29.75,28.92,3.5,3.5,4.5,4.5,4.2,4.7,4.3,4.1,4.1,4.2,3.8,4.2,3.9,3.9,4.5,3.9,3.7,4.1,3.4,3.4,3.3,3.1,3.2,2.9,2.4,2.3,0.1,0.1,1,1.1,0.8,1.2,0.9,0.6,0.7,0.8,0.4,0.7,0.5,0.4,1.1,0.5,0.3,0.7,0,0,0,0,0,0,0,0
2,17589,India,Madhya Pradesh,Alirajpur,847401,26.96,23.96,29.75,26.06,26.69,27.07,28.94,25.57,26.46,26.43,26.11,23.23,23.95,25.3,23.73,24.47,22.88,23.88,20.44,19.84,20.16,17.94,18.89,17.53,15.95,16.21,2.2,1.9,2.4,2.1,2.1,2.2,2.3,2,2.1,2.1,2.1,1.8,1.9,2,1.8,1.9,1.8,1.9,1.5,1.5,1.5,1.3,1.4,1.2,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17955,India,Uttarakhand,Almora,713562,21.43,21.7,28.49,23.5,24.63,25.18,24.86,27.95,26.09,24.22,24.91,25.05,26.87,25.67,24.56,25.65,22.78,21.59,18.88,22.65,22.79,20.49,21.96,20.85,15.96,16.1,1.6,1.6,2.3,1.8,1.9,2,1.9,2.2,2.1,1.9,2,2,2.1,2,1.9,2,1.7,1.6,1.4,1.7,1.7,1.5,1.7,1.6,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17771,India,Rajasthan,Alwar,4349091,46.27,42.12,51.11,49.95,53.57,50.66,54.28,54.04,49.89,43.01,47.12,44.32,52.16,53.35,44.98,47.69,44.68,41.86,42.29,38.07,41.73,39.36,35.07,31.24,29.27,29.53,4,3.6,4.5,4.4,4.8,4.5,4.8,4.8,4.4,3.7,4.1,3.9,4.6,4.7,3.9,4.2,3.9,3.6,3.7,3.2,3.6,3.4,2.9,2.6,2.4,2.4,0.6,0.2,1.1,1,1.3,1,1.4,1.4,1,0.3,0.7,0.4,1.2,1.3,0.5,0.8,0.5,0.2,0.2,0,0.2,0,0,0,0,0
2,17463,India,Haryana,Ambala,1421315,47.54,49.09,50.2,49.35,48.8,50.43,54.93,58.16,52.69,46.96,51.12,46.58,52.33,49.77,43.57,47.18,39.79,40.27,35.74,40.18,37.43,34.78,34.52,32.23,27.11,28.39,4.2,4.3,4.4,4.3,4.3,4.5,4.9,5.2,4.7,4.1,4.5,4.1,4.6,4.4,3.8,4.1,3.4,3.5,3,3.4,3.2,2.9,2.9,2.7,2.2,2.3,0.7,0.9,1,0.9,0.9,1,1.5,1.8,1.2,0.7,1.1,0.6,1.2,1,0.3,0.7,0,0,0,0,0,0,0,0,0,0
2,17882,India,Uttar Pradesh,Ambedkar Nagar,2820142,56.34,63.88,64.64,63.33,68.15,67.88,68.71,83.37,68.18,56.65,66.75,66.07,74.58,65.94,65.61,72.76,61.69,58.68,55.08,57.27,58.99,50.41,52.01,44.67,36.94,41.5,5,5.8,5.8,5.7,6.2,6.2,6.2,7.7,6.2,5.1,6.1,6,6.8,6,5.9,6.6,5.6,5.3,4.9,5.1,5.3,4.5,4.6,3.9,3.1,3.6,1.6,2.3,2.4,2.3,2.8,2.7,2.8,4.3,2.8,1.6,2.6,2.6,3.4,2.5,2.5,3.2,2.1,1.8,1.5,1.7,1.9,1,1.2,0.5,0,0.1
2,17883,India,Uttar Pradesh,Amethi,2971935,55.83,60.85,61.88,61.41,68.71,62.2,68.75,77.51,62.89,54.07,61.4,59.16,70.7,61.86,63.79,70.96,57.25,52.24,53.27,57.87,57.82,50.09,50.48,45.95,39.76,43.71,5,5.5,5.6,5.5,6.2,5.6,6.2,7.1,5.7,4.8,5.5,5.3,6.4,5.6,5.8,6.5,5.1,4.6,4.7,5.2,5.2,4.4,4.5,4,3.4,3.8,1.6,2,2.1,2.1,2.8,2.2,2.8,3.7,2.2,1.4,2.1,1.9,3,2.1,2.3,3,1.7,1.2,1.3,1.8,1.7,1,1,0.6,0,0.4
2,17641,India,Maharashtra,Amravati,3282163,37.83,35.09,41.53,39.43,39.11,38.02,37.77,35.62,36.8,35.09,35.92,30.73,33.45,30.59,31.53,32.57,29.46,29.55,26.56,24.96,25.54,22.95,23.74,21.25,16.86,16.01,3.2,2.9,3.6,3.4,3.3,3.2,3.2,3,3.1,2.9,3,2.5,2.8,2.5,2.6,2.7,2.4,2.4,2.1,2,2,1.8,1.8,1.6,1.2,1.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17431,India,Gujarat,Amreli,1269632,23.52,22.94,25.07,24.05,23.87,25.5,23.73,21.3,25.37,23.3,22.28,19.58,20.71,21.71,20.06,21.87,21.05,20.16,19.09,18.03,18.14,16.74,16.54,16,15.58,14.54,1.8,1.8,2,1.9,1.8,2,1.8,1.6,2,1.8,1.7,1.4,1.5,1.6,1.5,1.7,1.6,1.5,1.4,1.3,1.3,1.2,1.1,1.1,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17748,India,Punjab,Amritsar,2754606,53.59,55.59,56.73,51.67,51.43,52.79,52.59,55.96,51.78,46.39,49.15,43.67,54.15,50.95,45.65,49.65,46.88,43.92,42.93,39.16,40.42,35.9,36.84,34.33,28.19,30.13,4.8,5,5.1,4.6,4.6,4.7,4.7,5,4.6,4.1,4.3,3.8,4.8,4.5,4,4.4,4.1,3.8,3.7,3.3,3.5,3,3.1,2.9,2.3,2.5,1.3,1.5,1.6,1.1,1.1,1.3,1.2,1.6,1.2,0.6,0.9,0.4,1.4,1.1,0.6,0.9,0.7,0.4,0.3,0,0,0,0,0,0,0
2,17884,India,Uttar Pradesh,Amroha,2435064,50.14,55.65,60.2,55.22,55.16,63.75,68.73,72.75,68.16,59.51,67.01,59.83,72.44,67.18,58.94,61.69,52.47,49.26,49.7,53.05,55.17,48.3,45.24,43.09,36.17,39.42,4.4,5,5.4,4.9,4.9,5.8,6.2,6.6,6.2,5.3,6.1,5.4,6.6,6.1,5.3,5.6,4.7,4.3,4.4,4.7,4.9,4.2,3.9,3.7,3.1,3.4,1,1.5,2,1.5,1.5,2.3,2.8,3.2,2.8,1.9,2.6,1.9,3.2,2.7,1.9,2.1,1.2,0.9,1,1.3,1.5,0.8,0.5,0.3,0,0
2,17432,India,Gujarat,Anand,2428815,30.4,27.8,34.16,33.06,32.85,33.66,34.15,32.28,36.46,33.21,30.55,28.36,28.37,29.87,27.73,30.47,28.92,27.86,26.37,24.2,24.17,21.52,22.74,21.36,20.41,20.1,2.5,2.2,2.9,2.7,2.7,2.8,2.9,2.7,3.1,2.8,2.5,2.3,2.3,2.4,2.2,2.5,2.3,2.2,2.1,1.9,1.9,1.6,1.7,1.6,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17301,India,Andhra Pradesh,Anantapur,4524924,21.43,21.88,23.3,22.83,23.23,24.58,24.78,24.43,22.78,24.79,22.3,21.26,23.34,24.94,24.8,22.78,23.29,21.12,22.42,18.45,18.37,18.05,17.33,16.52,12.82,11.82,1.6,1.7,1.8,1.7,1.8,1.9,1.9,1.9,1.7,1.9,1.7,1.6,1.8,2,1.9,1.7,1.8,1.6,1.7,1.3,1.3,1.3,1.2,1.1,0.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17497,India,Jammu and Kashmir,Anantnag,1264274,16.31,14.54,19.33,17.93,17.2,16.58,17.65,19.14,16.46,16.89,17.66,16.69,17.72,17.65,14.98,16.89,16.76,15.05,14.29,14.57,14.9,14.82,16.24,15.56,12.17,11.94,1.1,0.9,1.4,1.3,1.2,1.1,1.2,1.4,1.1,1.2,1.2,1.1,1.2,1.2,1,1.2,1.2,1,0.9,0.9,1,1,1.1,1,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17314,India,Arunachal Pradesh,Anjaw,25552,11.05,9.38,12.33,11.07,12.9,12.67,11.53,12.21,11.06,12.68,11.55,13,10.49,9.36,11.76,10.19,10.76,11.53,9.7,9.12,8.72,8.99,10.11,8.77,9.69,6.71,0.6,0.4,0.7,0.6,0.8,0.8,0.6,0.7,0.6,0.8,0.6,0.8,0.5,0.4,0.7,0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17714,India,Odisha,Anugul,1431661,39.89,33.69,41.24,41.65,42.26,42.79,43.13,40.09,39.08,40.97,38.59,37.13,39.69,35.84,36.23,37.57,32.29,29.8,28.96,27.48,25.82,24.85,24.07,20.53,18.74,17.73,3.4,2.8,3.6,3.6,3.7,3.7,3.7,3.4,3.3,3.5,3.3,3.1,3.4,3,3.1,3.2,2.7,2.4,2.3,2.2,2,1.9,1.9,1.5,1.3,1.2,0,0,0.1,0.2,0.2,0.3,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17590,India,Madhya Pradesh,Anuppur,554889,32.92,36.4,38.93,34.74,38.27,34.94,37.47,38.16,35.55,34.49,35.31,30.85,35.97,31.52,34.44,36.28,34.13,29.85,28.17,28.67,27.71,26.01,26.01,21.97,17,16.38,2.7,3.1,3.3,2.9,3.3,2.9,3.2,3.2,3,2.9,3,2.5,3,2.6,2.9,3.1,2.9,2.4,2.3,2.3,2.2,2.1,2.1,1.7,1.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17359,India,Bihar,Araria,3425442,53.7,53.14,57.25,56.78,56.5,64.97,58,55.79,57.13,58.18,56.67,63.01,56.35,52.71,64.54,51.98,53.82,55.84,46.43,41.68,43.5,41.39,45.06,39.46,35.26,37.44,4.8,4.7,5.1,5.1,5,5.9,5.2,5,5.1,5.2,5.1,5.7,5,4.7,5.8,4.6,4.8,5,4.1,3.6,3.8,3.6,3.9,3.4,3,3.2,1.3,1.3,1.7,1.6,1.6,2.4,1.8,1.5,1.7,1.8,1.6,2.3,1.6,1.2,2.4,1.2,1.4,1.6,0.6,0.2,0.3,0.1,0.5,0,0,0
2,17433,India,Gujarat,Aravalli,1288598,27.62,23.66,30.18,27.59,29.94,29.47,30.62,28.41,29.19,28.93,27.44,26.32,26.49,27.87,24.95,26.49,25.19,26.3,24.06,22.15,22.22,20.4,20.61,19.88,18.13,17.34,2.2,1.8,2.5,2.2,2.4,2.4,2.5,2.3,2.4,2.3,2.2,2.1,2.1,2.2,2,2.1,2,2.1,1.9,1.7,1.7,1.5,1.5,1.5,1.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17807,India,Tamil Nadu,Ariyalur,858294,19.89,19.8,22.9,20.79,21.64,26.91,23.92,25.64,21.58,23.31,21.39,22.71,22.75,24.31,22.78,22.06,22.55,20.51,22.64,20.96,19.32,19.27,19.98,18.37,18.59,16.42,1.5,1.5,1.8,1.5,1.6,2.1,1.9,2,1.6,1.8,1.6,1.7,1.7,1.9,1.7,1.7,1.7,1.5,1.7,1.6,1.4,1.4,1.5,1.3,1.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17360,India,Bihar,Arwal,850133,55.09,58.96,61.83,58.22,65.8,68.02,69.26,73.43,60.99,63.49,62.8,61.68,65.33,57.82,56.81,62.86,51.56,47.22,44.57,46.56,47.28,44.72,47.74,42.17,39.35,38.5,4.9,5.3,5.6,5.2,6,6.2,6.3,6.7,5.5,5.7,5.7,5.6,5.9,5.2,5.1,5.7,4.6,4.1,3.9,4.1,4.1,3.9,4.2,3.6,3.4,3.3,1.5,1.9,2.1,1.8,2.5,2.7,2.9,3.3,2.1,2.3,2.2,2.1,2.5,1.7,1.6,2.2,1.1,0.7,0.4,0.6,0.7,0.5,0.8,0.2,0,0
2,17591,India,Madhya Pradesh,Ashoknagar,1000299,35.56,30.85,36.09,34.29,38,34.88,37.76,36.27,35.3,35.35,36.62,34.89,37.86,32.42,32.38,33.4,29.85,28.1,27.45,26.41,28.91,25.98,23.83,21.63,18.28,17.53,3,2.5,3,2.9,3.2,2.9,3.2,3.1,3,3,3.1,2.9,3.2,2.7,2.7,2.8,2.4,2.3,2.2,2.1,2.3,2.1,1.8,1.6,1.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17885,India,Uttar Pradesh,Auraiya,1664718,58.12,57.24,60.92,62.53,65.37,62.02,67.65,66.56,64.62,59.22,62.19,59.28,62.38,59.15,57.61,64.18,54.51,49.57,54.06,52.69,53.44,47.99,48.34,45.24,42.31,44.93,5.2,5.1,5.5,5.6,5.9,5.6,6.1,6,5.8,5.3,5.6,5.3,5.6,5.3,5.2,5.8,4.9,4.4,4.8,4.7,4.7,4.2,4.2,3.9,3.7,3.9,1.8,1.7,2.1,2.2,2.5,2.2,2.7,2.6,2.4,1.9,2.2,1.9,2.2,1.9,1.7,2.4,1.4,0.9,1.4,1.2,1.3,0.8,0.8,0.5,0.2,0.5
2,17361,India,Bihar,Aurangabad,3045248,46.6,48.65,51.25,50.26,55.84,55.74,58.27,61.28,51.14,51.84,52.46,50.2,55.67,47.36,47.6,54.29,44.46,40.58,37.55,40.72,40.48,37.39,37.85,34.68,33.68,32.18,4.1,4.3,4.5,4.4,5,5,5.2,5.5,4.5,4.6,4.7,4.4,5,4.2,4.2,4.8,3.9,3.5,3.2,3.5,3.5,3.2,3.2,2.9,2.8,2.7,0.6,0.8,1.1,1,1.6,1.5,1.8,2.1,1.1,1.2,1.2,1,1.5,0.7,0.7,1.4,0.4,0.1,0,0.1,0,0,0,0,0,0
2,17642,India,Maharashtra,Aurangabad,4227322,35.16,33.64,38.75,34.53,33.85,34.14,35.96,32.35,32.7,30.95,31.17,27.76,29.54,29.29,27.73,27.97,27.12,27.51,25.02,22.84,22.65,20.61,20.91,18.59,13.6,13.99,3,2.8,3.3,2.9,2.8,2.9,3,2.7,2.7,2.5,2.6,2.2,2.4,2.4,2.2,2.3,2.2,2.2,2,1.7,1.7,1.5,1.6,1.3,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17886,India,Uttar Pradesh,Azamgarh,4716154,57.67,65.28,64.96,66.64,72.06,69.61,69.3,86.46,68.11,61.97,69.01,66.92,74.49,65.8,66.93,74.16,62.23,57.88,55.58,58.88,59.46,52.3,54.23,45.64,39.92,44.61,5.2,5.9,5.9,6,6.6,6.3,6.3,8,6.2,5.6,6.3,6.1,6.8,6,6.1,6.8,5.6,5.2,5,5.3,5.3,4.6,4.8,4,3.4,3.9,1.7,2.5,2.4,2.6,3.1,2.9,2.9,4.6,2.8,2.2,2.8,2.6,3.4,2.5,2.6,3.3,2.2,1.8,1.5,1.9,1.9,1.2,1.4,0.6,0,0.5
2,17498,India,Jammu and Kashmir,Badgam,642785,19.78,18.06,23.01,22.7,21.36,20.18,20.3,21.22,19.58,19.03,20.07,19.44,18.95,17.93,16.12,18.04,17.71,16.48,15.94,15.56,16.12,15.67,16.88,17.19,14.1,13.7,1.4,1.3,1.8,1.7,1.6,1.5,1.5,1.6,1.4,1.4,1.5,1.4,1.4,1.3,1.1,1.3,1.2,1.1,1.1,1,1.1,1,1.2,1.2,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17541,India,Karnataka,Bagalkot,2158042,21.6,22.76,23.99,23.96,21.21,23.79,23.95,24.15,23.18,24.16,20.73,21,22.27,22.76,22.96,21.1,21.06,18.44,18.46,15.17,16.24,16.1,15.36,14.67,10.94,9.69,1.6,1.7,1.9,1.9,1.6,1.8,1.9,1.9,1.8,1.9,1.5,1.6,1.7,1.7,1.8,1.6,1.6,1.3,1.3,1,1.1,1.1,1,0.9,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17956,India,Uttarakhand,Bageshwar,290816,23.68,23.49,29.52,25.31,25.37,26.05,24.83,27.95,25.35,25.88,24.75,24.84,24.65,24.97,23.45,25.05,23.06,21.18,19.26,22.21,20.92,20.18,22.45,20.72,14.09,14.03,1.8,1.8,2.4,2,2,2.1,1.9,2.2,2,2,1.9,1.9,1.9,2,1.8,2,1.8,1.6,1.4,1.7,1.6,1.5,1.7,1.5,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17887,India,Uttar Pradesh,Baghpat,1521212,70.4,69.61,74.48,71.13,73.87,81.78,88.41,93.75,89.22,74.03,83.7,79.75,96.3,89.6,73.97,79.95,69.59,62.37,66.17,65.98,71.12,60.33,58.15,54.17,45.83,46.81,6.4,6.3,6.8,6.5,6.7,7.5,8.2,8.7,8.3,6.8,7.7,7.3,8.9,8.3,6.8,7.3,6.3,5.6,6,6,6.5,5.4,5.2,4.8,4,4.1,3,2.9,3.4,3.1,3.3,4.1,4.7,5.3,4.8,3.3,4.3,3.9,5.5,4.9,3.3,3.9,2.9,2.2,2.6,2.5,3,2,1.8,1.4,0.6,0.7
2,17888,India,Uttar Pradesh,Bahraich,2950502,46.39,56.17,57.19,52.22,57.02,57.46,60.84,64.72,60.31,48.87,55.55,56.61,63.85,55.67,56.26,55.08,49.44,47.54,44.28,45.13,44.71,38.96,44.98,41,32.52,33.1,4.1,5,5.1,4.6,5.1,5.1,5.5,5.9,5.4,4.3,5,5.1,5.8,5,5,4.9,4.4,4.2,3.8,3.9,3.9,3.3,3.9,3.5,2.7,2.8,0.6,1.6,1.7,1.2,1.7,1.7,2,2.4,2,0.9,1.5,1.6,2.3,1.5,1.6,1.5,0.9,0.7,0.4,0.5,0.5,0,0.5,0.1,0,0
2,17332,India,Assam,Baksa,1087031,27.17,24.82,33.49,34.17,32.34,37.84,32.98,30.41,31.84,34.1,31.03,33.91,32.69,33.11,35.23,30.4,29.75,31.75,26.11,25.9,23.38,21.86,24.27,20.18,16.43,15.21,2.2,1.9,2.8,2.9,2.7,3.2,2.7,2.5,2.6,2.9,2.6,2.8,2.7,2.8,3,2.5,2.4,2.6,2.1,2,1.8,1.7,1.9,1.5,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17592,India,Madhya Pradesh,Balaghat,1995388,39.84,37.08,44.5,42.85,41.23,40.04,40.54,41.08,40.56,38,39.27,32.82,37.98,33.4,34.82,36.6,35.52,31.71,28.37,30.49,28.72,27.39,28.52,25.21,20.88,19.49,3.4,3.1,3.9,3.7,3.6,3.4,3.5,3.5,3.5,3.2,3.4,2.7,3.2,2.8,2.9,3.1,3,2.6,2.3,2.5,2.3,2.2,2.3,2,1.6,1.4,0,0,0.4,0.3,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17715,India,Odisha,Balangir,1862229,40.99,35.26,42.23,41.72,41.22,44.35,42.64,40.42,41.12,40.09,39.63,35.28,38.88,35.13,36.32,38.81,35.32,32.07,31.25,29.87,28.64,27.7,28.18,24.44,23.24,22.31,3.5,3,3.6,3.6,3.5,3.9,3.7,3.5,3.5,3.4,3.4,3,3.3,3,3.1,3.3,3,2.7,2.6,2.4,2.3,2.2,2.3,1.9,1.8,1.7,0.1,0,0.2,0.2,0.1,0.4,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17716,India,Odisha,Baleshwar,2595376,38.52,32.31,41.86,39.03,41.99,44.21,42.87,41.43,40.02,43.72,40.11,40.05,40.35,36.68,38.77,38.98,34.6,33.49,29.57,28.57,26.52,26.26,25.06,25.18,22.02,19.79,3.3,2.7,3.6,3.3,3.6,3.8,3.7,3.6,3.4,3.8,3.4,3.4,3.5,3.1,3.3,3.3,2.9,2.8,2.4,2.3,2.1,2.1,2,2,1.7,1.4,0,0,0.2,0,0.2,0.4,0.3,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17542,India,Karnataka,Ballari,2790394,21.9,22.32,23.26,23.6,22.78,24.42,24.46,24,23.22,25.08,21.65,21.63,23.42,24.8,24.96,22.23,22.13,20.38,21,17.33,18.11,17.08,16.07,15.3,12.08,11.08,1.7,1.7,1.8,1.8,1.7,1.9,1.9,1.9,1.8,2,1.6,1.6,1.8,1.9,2,1.7,1.7,1.5,1.6,1.2,1.3,1.2,1.1,1,0.7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
