"","level","id","name0","name1","name","population","pm2023","pm2022","pm2021","pm2020","pm2019","pm2018","pm2017","pm2016","pm2015","pm2014","pm2013","pm2012","pm2011","pm2010","pm2009","pm2008","pm2007","pm2006","pm2005","pm2004","pm2003","pm2002","pm2001","pm2000","pm1999","pm1998","who2023","who2022","who2021","who2020","who2019","who2018","who2017","who2016","who2015","who2014","who2013","who2012","who2011","who2010","who2009","who2008","who2007","who2006","who2005","who2004","who2003","who2002","who2001","who2000","who1999","who1998","nat2023","nat2022","nat2021","nat2020","nat2019","nat2018","nat2017","nat2016","nat2015","nat2014","nat2013","nat2012","nat2011","nat2010","nat2009","nat2008","nat2007","nat2006","nat2005","nat2004","nat2003","nat2002","nat2001","nat2000","nat1999","nat1998"
"193",2,17480,"India","Haryana","Rewari",928438,56.76,52.49,61.67,58.11,63.77,64.49,68.34,67.74,63.04,53.7,57.35,55.04,67.27,67.81,54.97,59.4,55.28,51.87,51.82,47.69,52.5,49.37,43.5,38.41,35.67,34.97,5.1,4.7,5.6,5.2,5.8,5.8,6.2,6.1,5.7,4.8,5.1,4.9,6.1,6.2,4.9,5.3,4.9,4.6,4.6,4.2,4.7,4.3,3.8,3.3,3,2.9,1.6,1.2,2.1,1.8,2.3,2.4,2.8,2.7,2.3,1.3,1.7,1.5,2.7,2.7,1.5,1.9,1.5,1.2,1.2,0.8,1.2,0.9,0.3,0,0,0
"194",2,17481,"India","Haryana","Rohtak",1238140,68.64,66.24,72.13,68.07,72.92,75.42,79.31,82.36,79.48,67.85,72.46,71.09,84.57,81.52,67.3,68.84,64.52,58.06,58.14,56.76,60.33,51.87,50.06,45.6,40.8,41.78,6.2,6,6.6,6.2,6.7,6.9,7.3,7.6,7.3,6.2,6.6,6.5,7.8,7.5,6.1,6.3,5.8,5.2,5.2,5.1,5.4,4.6,4.4,4,3.5,3.6,2.8,2.6,3.1,2.8,3.2,3.5,3.9,4.2,3.9,2.7,3.2,3,4.4,4.1,2.7,2.8,2.4,1.8,1.8,1.6,2,1.2,1,0.5,0.1,0.2
"195",2,17387,"India","Bihar","Rohtas",3600225,47.47,50.78,53.75,51.89,57.53,56.87,58.55,64.99,53.54,53.16,53.41,50.97,56.95,48.51,48.81,56.54,45.67,42.1,40.1,43.39,43.35,39.53,40.59,36.44,34.25,33.42,4.2,4.5,4.8,4.6,5.1,5.1,5.2,5.9,4.8,4.7,4.7,4.5,5.1,4.3,4.3,5.1,4,3.6,3.4,3.8,3.8,3.4,3.5,3.1,2.9,2.8,0.7,1.1,1.3,1.2,1.7,1.7,1.8,2.4,1.3,1.3,1.3,1.1,1.7,0.8,0.9,1.6,0.6,0.2,0,0.3,0.3,0,0.1,0,0,0
"196",2,17764,"India","Punjab","Rupnagar",783207,38.96,38.4,41.4,39.46,39.46,38.83,42.09,46.16,40.64,36.3,38.34,37.05,39.99,38.49,33.69,36.81,32.59,32.16,31.65,30.1,29.95,27.03,26.75,25.61,20.21,21.67,3.3,3.3,3.6,3.4,3.4,3.3,3.6,4,3.5,3.1,3.3,3.1,3.4,3.3,2.8,3.1,2.7,2.7,2.6,2.5,2.4,2.2,2.1,2,1.5,1.6,0,0,0.1,0,0,0,0.2,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",2,17943,"India","Uttar Pradesh","Saharanpur",3991624,51.55,54.26,58.31,59.04,55.75,64.99,68.92,70.37,66.05,55.51,62,56.14,67.42,63.49,56.38,60.45,51.51,48.52,45.69,49.11,48.26,43.59,41.76,41.31,34.15,37.61,4.6,4.8,5.2,5.3,5,5.9,6.3,6.4,6,4.9,5.6,5,6.1,5.7,5,5.4,4.6,4.3,4,4.3,4.2,3.8,3.6,3.6,2.9,3.2,1.1,1.4,1.8,1.9,1.5,2.4,2.8,3,2.6,1.5,2.2,1.6,2.7,2.3,1.6,2,1.1,0.8,0.6,0.9,0.8,0.4,0.2,0.1,0,0
"198",2,17388,"India","Bihar","Saharsa",2291623,63.84,66.61,66.75,64.19,71.06,83.6,77.35,74.98,72.93,74.19,73.85,80.62,73.27,66.59,73.2,63.57,65.24,66.55,54.84,50.28,51.26,50.45,54.28,46.76,42.26,42.49,5.8,6,6.1,5.8,6.5,7.7,7.1,6.9,6.7,6.8,6.7,7.4,6.7,6,6.7,5.7,5.9,6,4.9,4.4,4.5,4.5,4.8,4.1,3.7,3.7,2.3,2.6,2.6,2.4,3,4.3,3.7,3.4,3.2,3.4,3.3,4,3.3,2.6,3.3,2.3,2.5,2.6,1.5,1,1.1,1,1.4,0.7,0.2,0.2
"199",2,17538,"India","Jharkhand","Sahibganj",1393642,47.92,49.1,54.7,53.32,54.57,60.46,58.46,57.24,57.37,54.01,55.89,57.38,57.17,48.73,56.96,51.07,44.08,45.77,40.2,39.29,38.93,37.39,39,35.04,33.21,32.61,4.2,4.3,4.9,4.7,4.9,5.4,5.2,5.1,5.1,4.8,5,5.1,5.1,4.3,5.1,4.5,3.8,4,3.4,3.4,3.3,3.2,3.3,2.9,2.8,2.7,0.8,0.9,1.4,1.3,1.4,2,1.8,1.7,1.7,1.4,1.6,1.7,1.7,0.9,1.7,1.1,0.4,0.6,0,0,0,0,0,0,0,0
"200",2,17765,"India","Punjab","Sahibzada Ajit Singh Nagar",1068155,46.28,46.2,45.54,44.12,44.98,45.16,49.22,50.56,46.21,42.12,44.6,42.01,45.65,43.63,38.43,40.22,34.65,34.46,33.2,33.73,32.79,29.75,29.95,27.1,22.87,23.93,4,4,4,3.8,3.9,3.9,4.3,4.5,4,3.6,3.9,3.6,4,3.8,3.3,3.5,2.9,2.9,2.8,2.8,2.7,2.4,2.4,2.2,1.8,1.9,0.6,0.6,0.5,0.4,0.5,0.5,0.9,1,0.6,0.2,0.5,0.2,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"201",2,17389,"India","Bihar","Samastipur",5141691,69.48,73.46,72.54,69.16,81.17,92.23,86.64,88.68,78.82,84.79,82.76,86.46,82.32,71.89,77.18,71.83,71.4,69.7,61.36,58.06,57.29,55.53,60.91,52.35,47.01,46.81,6.3,6.7,6.6,6.3,7.5,8.5,8,8.2,7.2,7.8,7.6,8,7.6,6.6,7.1,6.5,6.5,6.3,5.5,5.2,5.1,5,5.5,4.6,4.1,4.1,2.9,3.3,3.2,2.9,4,5.1,4.6,4.8,3.8,4.4,4.2,4.6,4.1,3.1,3.6,3.1,3.1,2.9,2.1,1.8,1.7,1.5,2,1.2,0.7,0.7
"202",2,17944,"India","Uttar Pradesh","Sambhal",2434407,58.47,63.94,67.21,61.82,61.87,70.63,73.72,79.83,73.9,64.12,71.19,64.86,78.68,74.27,64.15,68.38,57.21,52.99,55.82,58.56,63.08,52.68,50.63,47.63,40.01,45.63,5.2,5.8,6.1,5.6,5.6,6.4,6.7,7.3,6.8,5.8,6.5,5.9,7.2,6.8,5.8,6.2,5.1,4.7,5,5.2,5.7,4.7,4.5,4.2,3.4,4,1.8,2.3,2.7,2.1,2.1,3,3.3,3.9,3.3,2.4,3.1,2.4,3.8,3.4,2.4,2.8,1.7,1.3,1.6,1.8,2.3,1.2,1,0.7,0,0.6
"203",2,17766,"India","Punjab","Sangrur",1843694,48.79,49.57,56.59,53,50.26,56.98,58.62,64.71,61.37,51.31,55.94,55.35,65.16,64.59,51.05,51.36,48.72,46.9,48.34,45.39,46.85,39.91,35.42,33.43,28.92,29.57,4.3,4.4,5.1,4.7,4.4,5.1,5.3,5.9,5.5,4.5,5,4.9,5.9,5.8,4.5,4.5,4.3,4.1,4.2,4,4.1,3.4,3,2.8,2.3,2.4,0.9,0.9,1.6,1.3,1,1.7,1.8,2.4,2.1,1.1,1.6,1.5,2.5,2.4,1.1,1.1,0.9,0.7,0.8,0.5,0.7,0,0,0,0,0
"204",2,17945,"India","Uttar Pradesh","Sant Kabir Nagar",1706121,56.54,62.66,65.16,63.3,65.53,68.61,69.64,81.07,70.85,58.78,67.22,67.68,73.95,64.7,64.58,67.5,61.84,60.76,54.56,53.6,53.49,48.45,55.14,46.98,37.36,40.08,5.1,5.7,5.9,5.7,5.9,6.2,6.3,7.5,6.5,5.3,6.1,6.1,6.8,5.9,5.8,6.1,5.6,5.5,4.9,4.8,4.8,4.3,4.9,4.1,3.2,3.4,1.6,2.2,2.5,2.3,2.5,2.8,2.9,4,3,1.8,2.7,2.7,3.3,2.4,2.4,2.7,2.1,2,1.4,1.3,1.3,0.8,1.5,0.7,0,0
"205",2,17539,"India","Jharkhand","Saraikela-kharsawan",1233716,51.44,45.68,59.9,57.97,56,52.37,56.63,56.94,54.61,54.26,54.31,52.26,57.68,48.64,51.24,55.22,47.23,42.5,39.17,39.61,36.41,35.82,33.84,31.63,27.64,26.09,4.6,4,5.4,5.2,5,4.6,5.1,5.1,4.9,4.8,4.8,4.6,5.2,4.3,4.5,4.9,4.1,3.7,3.3,3.4,3.1,3,2.8,2.6,2.2,2.1,1.1,0.6,2,1.8,1.6,1.2,1.6,1.7,1.4,1.4,1.4,1.2,1.7,0.8,1.1,1.5,0.7,0.2,0,0,0,0,0,0,0,0
"206",2,17390,"India","Bihar","Saran",4812330,67.98,77.24,74.31,70.98,79.34,86.84,83.89,93.52,79.39,80.9,83.28,82.24,82.68,71.79,75.76,77.35,70.16,67.83,60.22,61.11,61.16,57.04,63.58,54.11,47.47,46.37,6.2,7.1,6.8,6.5,7.3,8,7.7,8.7,7.3,7.4,7.7,7.6,7.6,6.5,6.9,7.1,6.4,6.2,5.4,5.5,5.5,5.1,5.7,4.8,4.2,4.1,2.7,3.6,3.4,3,3.9,4.6,4.3,5.2,3.9,4,4.2,4.1,4.2,3.1,3.5,3.7,3,2.7,2,2.1,2.1,1.7,2.3,1.4,0.7,0.6
"207",2,17876,"India","Tripura","Sepahijala",426070,53.42,48.11,59.92,57.2,53.66,65.94,50.65,52.75,56.09,57.31,49.45,54.59,51.67,53.86,56.16,48.78,48.22,49.88,46.11,45.12,43.68,39.54,41.73,40.28,36.08,35.51,4.7,4.2,5.4,5.1,4.8,6,4.5,4.7,5,5.1,4.4,4.9,4.6,4.8,5,4.3,4.2,4.4,4,3.9,3.8,3.4,3.6,3.5,3,3,1.3,0.8,2,1.7,1.3,2.5,1,1.2,1.6,1.7,0.9,1.4,1.1,1.4,1.6,0.9,0.8,1,0.6,0.5,0.4,0,0.2,0,0,0
"208",2,17767,"India","Punjab","Shahid Bhagat Singh Nagar",707572,44.12,44.35,47.97,46.72,45.7,46.52,49.53,54.2,48.99,42.03,45.23,44.41,49.92,46.58,40.96,44.49,40.73,39.43,38.08,36.25,36.39,32.7,31.82,30.93,25.68,27.6,3.8,3.9,4.2,4.1,4,4.1,4.4,4.8,4.3,3.6,3.9,3.9,4.4,4.1,3.5,3.9,3.5,3.4,3.2,3.1,3.1,2.7,2.6,2.5,2,2.2,0.4,0.4,0.8,0.7,0.6,0.6,0.9,1.4,0.9,0.2,0.5,0.4,1,0.6,0.1,0.4,0.1,0,0,0,0,0,0,0,0,0
"209",2,17946,"India","Uttar Pradesh","Shahjahanpur",3519057,56.05,64.36,66.16,58.95,61.2,65.87,70.31,74,70.64,61.17,68.1,63.18,76.83,72.01,64.16,67.67,57.01,53.25,53.46,54.18,58.44,48.84,48.2,44.63,37.35,41.44,5,5.8,6,5.3,5.5,6,6.4,6.8,6.4,5.5,6.2,5.7,7,6.6,5.8,6.1,5.1,4.7,4.7,4.8,5.2,4.3,4.2,3.9,3.2,3.6,1.6,2.4,2.6,1.9,2.1,2.5,3,3.3,3,2.1,2.8,2.3,3.6,3.1,2.4,2.7,1.7,1.3,1.3,1.4,1.8,0.9,0.8,0.5,0,0.1
"210",2,17947,"India","Uttar Pradesh","Shamli",1412454,56.13,59.2,63,64.07,63.69,74.93,83.5,86.16,78.07,64.78,74.07,65.87,83.55,77.49,67.31,71.76,62.52,55.39,57.04,58.36,59.27,50.5,48.88,48.89,38.5,41.63,5,5.3,5.7,5.8,5.8,6.9,7.7,8,7.2,5.9,6.8,6,7.7,7.1,6.1,6.5,5.6,4.9,5.1,5.2,5.3,4.5,4.3,4.3,3.3,3.6,1.6,1.9,2.3,2.4,2.3,3.4,4.3,4.5,3.7,2.4,3.3,2.5,4.3,3.7,2.7,3.1,2.2,1.5,1.7,1.8,1.9,1,0.9,0.9,0,0.2
"211",2,17391,"India","Bihar","Sheikhpura",763961,58.94,60.85,58.44,57.43,65.47,74.19,74.32,72,67.16,66.83,65.89,65.19,69.08,60.09,61.02,60.54,54.32,52.43,46.25,48.74,47.97,45.99,47.55,41.13,37.35,37.34,5.3,5.5,5.2,5.1,5.9,6.8,6.8,6.6,6.1,6.1,6,5.9,6.3,5.4,5.5,5.4,4.8,4.6,4,4.3,4.2,4,4.2,3.5,3.2,3.2,1.9,2,1.8,1.7,2.5,3.4,3.4,3.1,2.7,2.6,2.5,2.5,2.8,2,2.1,2,1.4,1.2,0.6,0.9,0.8,0.6,0.7,0.1,0,0
"212",2,17392,"India","Bihar","Sheohar",1312035,64.62,67.96,70.28,67.39,73.17,83.44,78.36,81.81,72.96,76.73,73.18,78.32,72.33,70.92,76.74,69.33,70.27,68.64,58.12,54.97,54.26,53.1,58.35,51.56,42.76,43.11,5.8,6.2,6.4,6.1,6.7,7.7,7.2,7.5,6.7,7,6.7,7.2,6.6,6.5,7,6.3,6.4,6.2,5.2,4.9,4.8,4.7,5.2,4.6,3.7,3.7,2.4,2.7,3,2.7,3.3,4.3,3.8,4.1,3.2,3.6,3.3,3.8,3.2,3,3.6,2.9,3,2.8,1.8,1.5,1.4,1.3,1.8,1.1,0.3,0.3
"213",2,17948,"India","Uttar Pradesh","Shravasti",2417077,44.53,52.88,55.31,49.79,54.12,54.96,57.65,60.91,56.84,46.71,52.3,54.12,60.11,51.72,52.47,51.48,47.34,45.99,42.23,42.52,41.63,36.49,42.94,40.05,31.16,31.72,3.9,4.7,4.9,4.4,4.8,4.9,5.2,5.5,5.1,4.1,4.6,4.8,5.4,4.6,4.7,4.6,4.1,4,3.6,3.7,3.6,3.1,3.7,3.4,2.6,2.6,0.4,1.3,1.5,1,1.4,1.5,1.7,2,1.7,0.7,1.2,1.4,2,1.1,1.2,1.1,0.7,0.6,0.2,0.2,0.2,0,0.3,0,0,0
"214",2,17949,"India","Uttar Pradesh","Siddharth Nagar",3658112,48.67,53.38,57.93,53.26,54.96,59,59.81,66.3,62.25,50.88,55.55,58.18,63.57,55.71,56.52,56.15,53.44,53.19,45.66,45.58,44.09,42.09,48.97,42.27,33.57,33.9,4.3,4.7,5.2,4.7,4.9,5.3,5.4,6,5.6,4.5,5,5.2,5.7,5,5,5,4.7,4.7,4,4,3.8,3.6,4.3,3.7,2.8,2.8,0.8,1.3,1.8,1.3,1.5,1.9,1.9,2.6,2.2,1.1,1.5,1.8,2.3,1.5,1.6,1.6,1.3,1.3,0.6,0.5,0.4,0.2,0.9,0.2,0,0
"215",2,17540,"India","Jharkhand","Simdega",712478,39.03,35.42,43.38,42.72,44.21,41.01,42.56,43.06,40.83,39.38,41.54,38.56,40.96,34.17,38.09,38.76,35.16,29.91,29.98,30.71,29.14,28.22,26.38,24.52,20.1,19.13,3.3,3,3.8,3.7,3.8,3.5,3.7,3.7,3.5,3.4,3.6,3.3,3.5,2.9,3.2,3.3,3,2.4,2.4,2.5,2.4,2.3,2.1,1.9,1.5,1.4,0,0,0.3,0.3,0.4,0.1,0.3,0.3,0.1,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",2,17482,"India","Haryana","Sirsa",1517578,46.01,41.11,47.82,45.39,44.76,47.57,49.1,49.25,53.44,42.2,42.46,40.57,47.93,47.75,46.23,39.28,43.96,42.65,38.06,35.59,39.11,33.67,32.32,26.97,24.82,24.97,4,3.5,4.2,4,3.9,4.2,4.3,4.3,4.7,3.6,3.7,3.5,4.2,4.2,4,3.4,3.8,3.7,3.2,3,3.3,2.8,2.7,2.2,1.9,2,0.6,0.1,0.8,0.5,0.5,0.7,0.9,0.9,1.3,0.2,0.2,0.1,0.8,0.8,0.6,0,0.4,0.3,0,0,0,0,0,0,0,0
"217",2,17393,"India","Bihar","Sitamarhi",3590103,63.87,64.66,69.99,66.36,69.83,78.69,73.49,76.8,69.77,72.64,70.58,74.05,68.56,67.87,75.6,66.49,67.55,66.04,54.29,53.36,52.08,51.2,56.36,49.45,41.52,41.36,5.8,5.8,6.4,6,6.4,7.2,6.7,7,6.3,6.6,6.4,6.8,6.2,6.2,6.9,6,6.1,6,4.8,4.7,4.6,4.5,5,4.4,3.6,3.6,2.3,2.4,2.9,2.6,2.9,3.8,3.3,3.6,2.9,3.2,3,3.3,2.8,2.7,3.5,2.6,2.7,2.6,1.4,1.3,1.2,1.1,1.6,0.9,0.1,0.1
"218",2,17950,"India","Uttar Pradesh","Sitapur",5263811,50.28,59.29,58.94,55.22,60.54,59.87,67.28,71.03,65.54,54.55,65.19,61.87,70.73,63.58,61.87,64.37,54.28,52.45,49.2,52.38,52.74,46.33,49.04,44.52,35.44,37.99,4.4,5.3,5.3,4.9,5.4,5.4,6.1,6.5,5.9,4.9,5.9,5.6,6.4,5.7,5.6,5.8,4.8,4.7,4.3,4.6,4.7,4.1,4.3,3.9,3,3.2,1,1.9,1.9,1.5,2,1.9,2.7,3,2.5,1.4,2.5,2.1,3,2.3,2.1,2.4,1.4,1.2,0.9,1.2,1.2,0.6,0.9,0.4,0,0
"219",2,17394,"India","Bihar","Siwan",4004423,66.95,74.76,74.31,73.93,77.56,85.81,81.84,93.94,80.4,78.56,82.45,82.44,83.14,74.68,76.69,80.84,72.65,69.88,62.64,62.66,61.98,59.05,66.25,55.84,46.85,46.5,6.1,6.8,6.8,6.8,7.1,7.9,7.5,8.7,7.4,7.2,7.6,7.6,7.7,6.8,7,7.4,6.6,6.4,5.6,5.7,5.6,5.3,6,5,4.1,4.1,2.6,3.4,3.4,3.3,3.7,4.5,4.1,5.3,4,3.8,4.2,4.2,4.2,3.4,3.6,4,3.2,2.9,2.2,2.2,2.2,1.9,2.6,1.6,0.7,0.6
"220",2,17951,"India","Uttar Pradesh","Sonbhadra",2177523,34.17,37.47,41.7,38.49,42.67,37.9,41.68,44.65,38.99,37.27,39.17,37.43,43.63,37.12,37.68,42.08,35.2,30.93,30.38,31.91,31.31,28.21,27.25,24.42,23.5,21.9,2.9,3.2,3.6,3.3,3.7,3.2,3.6,3.9,3.3,3.2,3.3,3.2,3.8,3.1,3.2,3.6,3,2.5,2.5,2.6,2.6,2.3,2.2,1.9,1.8,1.7,0,0,0.2,0,0.3,0,0.2,0.5,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0
"221",2,17483,"India","Haryana","Sonipat",1704015,73.53,70.61,76.81,72.86,74.71,80.93,86.59,90.38,89.79,74.45,80.67,76.97,93.6,87.2,70.61,76.44,67.87,61.44,63.31,64.26,67.94,57.58,54.65,51.28,45.12,45.8,6.7,6.4,7,6.7,6.8,7.4,8,8.4,8.3,6.8,7.4,7.1,8.7,8.1,6.4,7,6.2,5.5,5.7,5.8,6.2,5.2,4.9,4.5,3.9,4,3.3,3,3.6,3.2,3.4,4,4.6,4.9,4.9,3.4,4,3.6,5.3,4.6,3,3.6,2.7,2.1,2.3,2.4,2.7,1.7,1.4,1.1,0.5,0.6
"222",2,17986,"India","West Bengal","South 24 Parganas",9134302,44,38.12,45.57,43.4,46.98,53.18,48.61,50.33,47,51.33,44.31,46.59,42.48,39.79,45.84,40.94,38.26,37.53,34.42,31.11,28.07,29.21,25.79,26.62,22.67,19.49,3.8,3.2,4,3.8,4.1,4.7,4.3,4.4,4.1,4.5,3.9,4.1,3.7,3.4,4,3.5,3.3,3.2,2.9,2.6,2.3,2.4,2,2.1,1.7,1.4,0.4,0,0.5,0.3,0.7,1.3,0.8,1,0.7,1.1,0.4,0.6,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0,0
"223",2,17877,"India","Tripura","South Tripura",400045,56.9,49.9,61.42,57.34,54.68,68.02,49.72,53.8,56.19,58.34,50.22,56.57,52.13,55.71,57.97,50.84,50.14,53.75,47.36,45.63,46.39,41.79,43.46,43.66,39.32,36.91,5.1,4.4,5.5,5.1,4.9,6.2,4.4,4.8,5,5.2,4.4,5.1,4.6,5,5.2,4.5,4.4,4.8,4.2,4,4.1,3.6,3.8,3.8,3.4,3.1,1.7,1,2.1,1.7,1.4,2.7,1,1.4,1.6,1.8,1,1.6,1.2,1.5,1.8,1.1,1,1.3,0.7,0.6,0.6,0.2,0.3,0.4,0,0
"224",2,17768,"India","Punjab","Sri Muktsar Sahib",986990,47.03,42.43,50.47,46.97,44.55,48.66,47.54,50.3,52.23,45.17,45.43,40.38,50.32,53.52,45.76,44.05,47.16,43.38,38.99,38.16,42.33,36.79,34.25,29.19,26.73,28.09,4.1,3.7,4.5,4.1,3.9,4.3,4.2,4.4,4.6,3.9,4,3.5,4.4,4.8,4,3.8,4.1,3.8,3.3,3.2,3.7,3.1,2.9,2.4,2.1,2.3,0.7,0.2,1,0.7,0.4,0.8,0.7,1,1.2,0.5,0.5,0,1,1.3,0.6,0.4,0.7,0.3,0,0,0.2,0,0,0,0,0
"225",2,17421,"India","Chhattisgarh","Sukma",338213,26.48,23.54,30.27,26.25,27.01,28.4,27.49,26.54,27.55,27.83,26.77,24.56,26.53,25.03,26.34,26.27,25.51,23.27,21.77,20.81,20.3,19.21,19.63,17.18,14.46,12.17,2.1,1.8,2.5,2.1,2.2,2.3,2.2,2.1,2.2,2.2,2.1,1.9,2.1,2,2.1,2.1,2,1.8,1.6,1.5,1.5,1.4,1.4,1.2,0.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",2,17952,"India","Uttar Pradesh","Sultanpur",2594934,55.42,61.25,62.81,61.82,68.46,63.37,68.1,80.21,64.92,54.52,62.87,61.69,71.1,63.18,63.61,72.27,57.64,54.37,53.84,57.91,58.7,50.05,49.02,43.88,37.1,41.78,4.9,5.5,5.7,5.6,6.2,5.7,6.2,7.4,5.9,4.9,5.7,5.6,6.5,5.7,5.7,6.6,5.2,4.8,4.8,5.2,5.3,4.4,4.3,3.8,3.1,3.6,1.5,2.1,2.2,2.1,2.8,2.3,2.8,3.9,2.4,1.4,2.2,2.1,3,2.3,2.3,3.2,1.7,1.4,1.4,1.8,1.8,1,0.9,0.4,0,0.2
"227",2,17395,"India","Bihar","Supaul",2688251,57.74,57.64,59.9,57.37,60.29,70.87,63.14,61.99,62.65,64.02,62.38,70.01,62.57,58.06,69.03,57.38,59.93,61.5,49.66,45.12,46.68,45.7,48.7,42.34,37.19,37.71,5.2,5.2,5.4,5.1,5.4,6.5,5.7,5.6,5.6,5.8,5.6,6.4,5.6,5.2,6.3,5.1,5.4,5.5,4.4,3.9,4.1,4,4.3,3.7,3.2,3.2,1.7,1.7,2,1.7,2,3,2.3,2.2,2.2,2.4,2.2,2.9,2.2,1.8,2.8,1.7,2,2.1,0.9,0.5,0.7,0.6,0.9,0.2,0,0
"228",2,17422,"India","Chhattisgarh","Surajpur",983964,32.14,36.16,38.02,35.94,38.73,33.59,36.71,38.93,35.81,34.41,36.06,31.62,35.86,30.93,34.15,34.55,31.5,27.36,26.33,27.2,26.58,24.58,23.89,20.1,14.89,14.07,2.7,3.1,3.2,3,3.3,2.8,3.1,3.3,3,2.9,3,2.6,3,2.5,2.9,2.9,2.6,2.2,2.1,2.2,2.1,1.9,1.9,1.5,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",2,17423,"India","Chhattisgarh","Surguja",865732,31.28,33.36,35.94,35.11,36.92,33.75,36.47,38.19,35.85,33.83,35.09,30.54,35.39,29.76,33.21,32.55,30.92,26.74,26.11,26.84,26.42,24.51,23.83,20.47,14.69,13.77,2.6,2.8,3,3,3.1,2.8,3.1,3.3,3,2.8,2.9,2.5,3,2.4,2.8,2.7,2.5,2.1,2.1,2.1,2.1,1.9,1.8,1.5,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",2,17769,"India","Punjab","Tarn Taran",1214327,55.72,54.72,57.86,52.34,53.6,54.81,53.96,57.79,55.36,48.99,51.74,44.59,58.26,55.6,51.64,53.76,51.67,48.34,45.2,41.83,43.28,37.2,37.12,35.09,28.58,29.84,5,4.9,5.2,4.6,4.8,4.9,4.8,5.2,4.9,4.3,4.6,3.9,5.2,5,4.6,4.8,4.6,4.2,3.9,3.6,3.8,3.2,3.1,2.9,2.3,2.4,1.5,1.4,1.8,1.2,1.3,1.5,1.4,1.7,1.5,0.9,1.2,0.4,1.8,1.5,1.1,1.3,1.1,0.8,0.5,0.2,0.3,0,0,0,0,0
"231",2,17953,"India","Uttar Pradesh","Unnao",3657488,58.36,59.13,62.49,61.91,68.95,64.99,71.37,74.14,64.1,57.01,64.42,59.63,68.15,61.34,63.71,70.44,58.36,52.86,54.36,57.52,57.29,51.93,51.69,47.2,42.44,45.48,5.2,5.3,5.6,5.6,6.3,5.9,6.5,6.8,5.8,5.1,5.8,5.4,6.2,5.5,5.8,6.4,5.2,4.7,4.8,5.1,5.1,4.6,4.6,4.1,3.7,4,1.8,1.9,2.2,2.1,2.8,2.4,3.1,3.3,2.4,1.7,2.4,1.9,2.8,2.1,2.3,3,1.8,1.3,1.4,1.7,1.7,1.2,1.1,0.7,0.2,0.5
"232",2,17878,"India","Tripura","Unokoti",496617,34.9,35.26,43.76,41.24,37.9,45.8,32.91,37.68,38.66,38.22,35.03,40.07,36.24,36.29,38.48,33.39,33.84,38.41,31.3,30.8,31.65,29.33,28.61,30.54,25.81,24.99,2.9,3,3.8,3.6,3.2,4,2.7,3.2,3.3,3.3,2.9,3.4,3.1,3.1,3.3,2.8,2.8,3.3,2.6,2.5,2.6,2.4,2.3,2.5,2,2,0,0,0.4,0.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",2,17424,"India","Chhattisgarh","Uttar Bastar Kanker",908561,39.45,38.45,44.93,42.61,40.52,41.06,39.26,40.26,41.96,39.27,40.3,33.47,39.26,35.91,35.43,36.95,34.96,31.9,33.26,32.11,30.68,28.63,29.46,27.22,20.78,20.88,3.4,3.3,3.9,3.7,3.5,3.5,3.4,3.5,3.6,3.4,3.5,2.8,3.4,3,3,3.1,2.9,2.6,2.8,2.7,2.5,2.3,2.4,2.2,1.5,1.6,0,0,0.5,0.3,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",2,17987,"India","West Bengal","Uttar Dinajpur",3526433,46.9,50.3,52.98,55.77,53.7,60.87,54.13,49.33,52.85,53.72,53.67,59.79,53.09,51.56,58.42,47.51,47.37,50.26,43.78,37.37,41.02,37.38,40.22,36.7,33.97,36.46,4.1,4.4,4.7,5,4.8,5.5,4.8,4.3,4.7,4.8,4.8,5.4,4.7,4.6,5.2,4.2,4.2,4.4,3.8,3.2,3.5,3.2,3.5,3.1,2.8,3.1,0.7,1,1.3,1.5,1.3,2,1.4,0.9,1.3,1.3,1.3,1.9,1.3,1.1,1.8,0.7,0.7,1,0.4,0,0.1,0,0,0,0,0
