"","level","id","name0","name1","name","population","pm2023","pm2022","pm2021","pm2020","pm2019","pm2018","pm2017","pm2016","pm2015","pm2014","pm2013","pm2012","pm2011","pm2010","pm2009","pm2008","pm2007","pm2006","pm2005","pm2004","pm2003","pm2002","pm2001","pm2000","pm1999","pm1998","who2023","who2022","who2021","who2020","who2019","who2018","who2017","who2016","who2015","who2014","who2013","who2012","who2011","who2010","who2009","who2008","who2007","who2006","who2005","who2004","who2003","who2002","who2001","who2000","who1999","who1998","nat2023","nat2022","nat2021","nat2020","nat2019","nat2018","nat2017","nat2016","nat2015","nat2014","nat2013","nat2012","nat2011","nat2010","nat2009","nat2008","nat2007","nat2006","nat2005","nat2004","nat2003","nat2002","nat2001","nat2000","nat1999","nat1998"
"151",2,17476,"India","Haryana","Mewat",1260988,58.46,55.99,64.35,62.78,68.09,69.43,73.29,73.54,66.54,56.66,62.11,58.49,71.19,68.5,56.59,61.85,56.22,52.7,53.42,50,53.91,50.25,47.04,41.83,37.67,39.19,5.2,5,5.8,5.7,6.2,6.3,6.7,6.7,6,5.1,5.6,5.2,6.5,6.2,5.1,5.6,5,4.7,4.7,4.4,4.8,4.4,4.1,3.6,3.2,3.4,1.8,1.6,2.4,2.2,2.8,2.9,3.3,3.3,2.6,1.6,2.2,1.8,3.1,2.8,1.6,2.1,1.6,1.2,1.3,1,1.4,1,0.7,0.2,0,0
"152",2,17935,"India","Uttar Pradesh","Mirzapur",2954911,42.2,45.46,49.9,48.41,51.76,48.96,51.17,56.98,46.28,44.7,45.74,47.09,50.78,44.16,46.04,48.99,41.44,38.32,35.95,38.73,38.28,35.97,34.58,31.15,30.18,28.83,3.6,4,4.4,4.3,4.6,4.3,4.5,5.1,4,3.9,4,4.1,4.5,3.8,4,4.3,3.6,3.3,3,3.3,3.3,3,2.9,2.6,2.5,2.3,0.2,0.5,1,0.8,1.2,0.9,1.1,1.7,0.6,0.5,0.6,0.7,1.1,0.4,0.6,0.9,0.1,0,0,0,0,0,0,0,0,0
"153",2,17761,"India","Punjab","Moga",1113498,49.77,47.79,53.31,47.82,48.13,53.38,52.09,56.4,54.69,47.96,52.54,45.21,59.41,57.96,45.09,50.2,48.34,45.24,45.14,41.41,44.13,38.23,33.82,33.8,28.45,29.22,4.4,4.2,4.7,4.2,4.2,4.7,4.6,5,4.9,4.2,4.7,3.9,5.3,5.2,3.9,4.4,4.2,3.9,3.9,3.6,3.8,3.3,2.8,2.8,2.3,2.4,1,0.8,1.3,0.8,0.8,1.3,1.2,1.6,1.4,0.8,1.2,0.5,1.9,1.8,0.5,1,0.8,0.5,0.5,0.1,0.4,0,0,0,0,0
"154",2,17936,"India","Uttar Pradesh","Moradabad",3479470,47.19,54.65,56.87,54.46,54.61,60.75,63.2,65.98,64.22,55.24,62.63,56.21,65.24,59.58,53.67,57.62,49.31,46.71,44.85,48.6,49.1,43.97,41.52,40.8,34.46,37.45,4.1,4.9,5.1,4.8,4.9,5.5,5.7,6,5.8,4.9,5.6,5,5.9,5.3,4.8,5.2,4.3,4.1,3.9,4.3,4.3,3.8,3.6,3.5,2.9,3.2,0.7,1.4,1.7,1.4,1.4,2,2.3,2.5,2.4,1.5,2.2,1.6,2.5,1.9,1.3,1.7,0.9,0.7,0.5,0.8,0.9,0.4,0.1,0.1,0,0
"155",2,17416,"India","Chhattisgarh","Mungeli",836436,57.92,55.37,61.18,59.3,57.18,54.18,54.01,53.92,51.28,50.24,50.04,43.47,49.06,42.96,47.42,46.81,45.27,40.31,37.32,39.99,35.85,34.56,35.15,29.81,28.41,26.48,5.2,4.9,5.5,5.3,5.1,4.8,4.8,4.8,4.5,4.4,4.4,3.8,4.3,3.7,4.2,4.1,3.9,3.5,3.2,3.4,3,2.9,3,2.4,2.3,2.1,1.8,1.5,2.1,1.9,1.7,1.4,1.4,1.4,1.1,1,1,0.3,0.9,0.3,0.7,0.7,0.5,0,0,0,0,0,0,0,0,0
"156",2,17379,"India","Bihar","Munger",1582958,56.79,60.18,59.91,57.22,65.24,72.77,70.8,68.83,66.28,65.12,66.38,66.46,66.75,58.47,61.95,58.96,55.25,55.34,45.82,47.02,46.03,45.56,46.84,41.9,38.32,37.1,5.1,5.4,5.4,5.1,5.9,6.6,6.4,6.3,6,5.9,6,6,6.1,5.2,5.6,5.3,4.9,4.9,4,4.1,4,4,4.1,3.6,3.3,3.1,1.6,2,2,1.7,2.5,3.2,3,2.8,2.6,2.5,2.6,2.6,2.6,1.8,2.2,1.9,1.5,1.5,0.6,0.7,0.6,0.5,0.7,0.2,0,0
"157",2,17980,"India","West Bengal","Murshidabad",8059627,49.19,46.84,55.09,54.41,52.36,59.26,56.68,54.83,54.13,50.16,52.39,50.72,57.18,47.56,54.91,53.22,45.39,45.87,42.35,39.79,38.53,38.86,36.44,35.81,32.99,30.41,4.3,4.1,4.9,4.8,4.6,5.3,5.1,4.9,4.8,4.4,4.6,4.5,5.1,4.2,4.9,4.7,4,4,3.7,3.4,3.3,3.3,3.1,3,2.7,2.5,0.9,0.7,1.5,1.4,1.2,1.9,1.6,1.5,1.4,1,1.2,1.1,1.7,0.7,1.5,1.3,0.5,0.6,0.2,0,0,0,0,0,0,0
"158",2,17937,"India","Uttar Pradesh","Muzaffarnagar",3429122,55.36,59.6,63.25,61.8,61.68,72.34,77.78,82.18,73.7,62.11,73.19,64.64,79.93,73.9,64.2,68.16,58.88,53.66,53.84,57.97,58.5,50.58,47.92,46.46,37.62,41.33,4.9,5.4,5.7,5.6,5.6,6.6,7.1,7.6,6.7,5.6,6.7,5.8,7.3,6.8,5.8,6.2,5.3,4.8,4.8,5.2,5.2,4.5,4.2,4.1,3.2,3.6,1.5,1.9,2.3,2.1,2.1,3.2,3.7,4.1,3.3,2.2,3.3,2.4,3.9,3.3,2.4,2.8,1.9,1.3,1.4,1.8,1.8,1,0.8,0.6,0,0.1
"159",2,17380,"India","Bihar","Muzaffarpur",5767180,68.14,74.94,74.89,71.99,82.1,91.12,86.03,92.4,79.56,85.46,82.91,85.54,82.14,74.07,80.12,75.66,74.45,73.08,63.04,60.13,59.61,57.04,64.45,56.68,48.39,48.27,6.2,6.9,6.8,6.6,7.6,8.4,7.9,8.6,7.3,7.9,7.6,7.9,7.6,6.8,7.4,6.9,6.8,6.7,5.7,5.4,5.4,5.1,5.8,5.1,4.3,4.2,2.8,3.4,3.4,3.1,4.1,5,4.5,5.1,3.9,4.5,4.2,4.5,4.1,3.3,3.9,3.5,3.4,3.2,2.3,2,1.9,1.7,2.4,1.6,0.8,0.8
"160",2,17981,"India","West Bengal","Nadia",5906387,52.5,48.85,57.12,56.14,52.34,61.74,55.74,59.33,54.94,54.06,53.81,53.5,57.91,51.48,55.72,52.55,49.37,46.52,43.79,39.74,39.04,39.73,36.29,36.26,30.54,29.01,4.7,4.3,5.1,5,4.6,5.6,5,5.3,4.9,4.8,4.8,4.8,5.2,4.6,5,4.7,4.3,4.1,3.8,3.4,3.3,3.4,3.1,3.1,2.5,2.4,1.2,0.9,1.7,1.6,1.2,2.1,1.5,1.9,1.5,1.4,1.4,1.3,1.8,1.1,1.5,1.2,0.9,0.6,0.4,0,0,0,0,0,0,0
"161",2,17381,"India","Bihar","Nalanda",3474816,58.93,61.71,60.19,59.71,66.81,73.62,74.26,77.94,70.38,70.13,68.98,66.83,71.9,62.87,63.58,64.26,55.96,52.7,46.23,48.96,48.27,47.11,49.86,43.03,39.66,39.22,5.3,5.6,5.4,5.4,6.1,6.7,6.8,7.1,6.4,6.4,6.3,6.1,6.6,5.7,5.7,5.8,5,4.7,4,4.3,4.2,4.1,4.4,3.7,3.4,3.4,1.9,2.1,2,1.9,2.6,3.3,3.4,3.7,3,3,2.8,2.6,3.1,2.2,2.3,2.4,1.6,1.2,0.6,0.9,0.8,0.7,1,0.3,0,0
"162",2,17417,"India","Chhattisgarh","Narayanpur",142834,31.76,30.26,37.71,34.17,32.58,34.48,33.71,32.72,35.02,32.1,33.14,27.8,32.8,30.11,30.13,31.75,30.03,27.73,28.71,27.43,26.33,24.38,24.88,23.11,16.53,17.35,2.6,2.5,3.2,2.9,2.7,2.9,2.8,2.7,2.9,2.7,2.8,2.2,2.7,2.5,2.5,2.6,2.5,2.2,2.3,2.2,2.1,1.9,1.9,1.8,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",2,17382,"India","Bihar","Nawada",2699394,50.03,51.37,51.28,50.54,57.1,62.44,63.77,64.34,59.02,56.95,57.36,55.5,60.7,52.03,52.93,56.19,48.66,45.48,39.96,43.13,42.6,40.8,41.6,36.91,33.6,33.42,4.4,4.5,4.5,4.5,5.1,5.6,5.8,5.8,5.3,5.1,5.1,4.9,5.5,4.6,4.7,5,4.3,4,3.4,3.7,3.7,3.5,3.6,3.1,2.8,2.8,1,1.1,1.1,1,1.7,2.2,2.3,2.4,1.9,1.7,1.7,1.5,2,1.2,1.3,1.6,0.8,0.5,0,0.3,0.3,0.1,0.2,0,0,0
"164",2,17713,"India","NCT of Delhi","NCT of Delhi",18836889,88.35,84.66,92.84,85.55,92.73,99.26,99.22,104.5,100.79,84.89,90.89,87.09,104.4,100.65,79.6,85.49,77.88,69.98,74.47,71.91,78.4,68.65,65.76,60.2,56.4,56.31,8.2,7.8,8.6,7.9,8.6,9.2,9.2,9.8,9.4,7.8,8.4,8,9.7,9.4,7.3,7.9,7.1,6.4,6.8,6.6,7.2,6.2,6,5.4,5,5,4.7,4.4,5.2,4.5,5.2,5.8,5.8,6.3,6,4.4,5,4.6,6.3,5.9,3.9,4.5,3.7,2.9,3.4,3.1,3.8,2.8,2.5,2,1.6,1.6
"165",2,17982,"India","West Bengal","North 24 Parganas",11590662,49.32,45.17,52.33,49.62,52.64,58.52,53.48,56.96,52.88,55.08,49.84,50.27,49.51,45.71,50.61,45.4,42.74,41.12,36.59,34.9,32.32,33.11,29.96,29.68,24.8,22.68,4.3,3.9,4.6,4.4,4.7,5.2,4.8,5.1,4.7,4.9,4.4,4.4,4.4,4,4.5,4,3.7,3.5,3.1,2.9,2.7,2.8,2.4,2.4,1.9,1.7,0.9,0.5,1.2,0.9,1.2,1.8,1.3,1.7,1.3,1.5,1,1,0.9,0.6,1,0.5,0.3,0.1,0,0,0,0,0,0,0,0
"166",2,17875,"India","Tripura","North Tripura",299714,32.79,32.06,41.39,38.31,34.54,42.24,30.18,34.47,36,36.02,32.82,37.77,34.97,35.34,36.94,31.49,32.95,37.03,28.49,28.81,29.58,27.25,26.45,28.65,24.1,23.37,2.7,2.7,3.6,3.3,2.9,3.6,2.5,2.9,3,3,2.7,3.2,2.9,3,3.1,2.6,2.7,3.1,2.3,2.3,2.4,2.2,2.1,2.3,1.9,1.8,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",2,17532,"India","Jharkhand","Pakur",1045315,41.35,40.94,49.23,47.87,49.16,52.77,52.91,50.45,50.83,46.71,48.78,47.76,52.7,43.32,52.27,49.54,40.1,41.72,36.25,37.23,34.71,35.17,35.28,32.68,29.79,28.04,3.6,3.5,4.3,4.2,4.3,4.7,4.7,4.5,4.5,4.1,4.3,4.2,4.7,3.8,4.6,4.4,3.4,3.6,3.1,3.2,2.9,3,3,2.7,2.4,2.3,0.1,0.1,0.9,0.8,0.9,1.3,1.3,1,1.1,0.7,0.9,0.8,1.2,0.3,1.2,0.9,0,0.2,0,0,0,0,0,0,0,0
"168",2,17533,"India","Jharkhand","Palamu",2304018,34.73,36.95,39.9,38.64,41.91,38.61,41.05,44.99,39.74,38.25,39.89,37.64,40.83,34.57,35.64,40.98,34.33,30.31,28.18,30.31,30.36,27.94,27.25,25.54,24.49,22.72,2.9,3.1,3.4,3.3,3.6,3.3,3.5,3.9,3.4,3.3,3.4,3.2,3.5,2.9,3,3.5,2.9,2.5,2.3,2.5,2.5,2.2,2.2,2,1.9,1.7,0,0,0,0,0.2,0,0.1,0.5,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"169",2,17477,"India","Haryana","Palwal",910733,64.65,62.46,70.12,68.59,73.88,77.68,82.11,81.97,74.79,65.77,70.3,67.74,80.44,75.57,63.89,68.73,62.01,58.51,60.12,56.58,61.53,54.89,52.78,47.37,44.27,47.37,5.8,5.6,6.4,6.2,6.8,7.1,7.6,7.5,6.8,6,6.4,6.1,7.4,6.9,5.8,6.2,5.6,5.2,5.4,5.1,5.5,4.9,4.7,4.2,3.8,4.2,2.4,2.2,3,2.8,3.3,3.7,4.1,4.1,3.4,2.5,3,2.7,4,3.5,2.3,2.8,2.2,1.8,2,1.6,2.1,1.5,1.3,0.7,0.4,0.7
"170",2,17478,"India","Haryana","Panchkula",637800,41.36,40.98,40.19,38.44,39.54,39.13,42,43.58,38.83,36.62,38.46,36.29,39.01,37.76,32.71,34.16,29.71,29.26,27.9,28.82,28.83,25.8,25.68,23.8,18.47,19.38,3.6,3.5,3.4,3.3,3.4,3.3,3.6,3.8,3.3,3.1,3.3,3.1,3.3,3.2,2.7,2.9,2.4,2.4,2.2,2.3,2.3,2,2,1.8,1.3,1.4,0.1,0.1,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",2,17479,"India","Haryana","Panipat",1412589,61.86,63.3,67.15,66.39,66.19,76.61,83.82,87.3,79.12,65.69,73.74,69.22,84.36,76.64,64.85,70.69,61.8,54.09,57.65,56.88,58.77,49.64,46.56,45.03,37.65,38.13,5.6,5.7,6.1,6,6,7,7.7,8.1,7.3,5.9,6.7,6.3,7.8,7,5.9,6.4,5.6,4.8,5.2,5.1,5.3,4.4,4.1,3.9,3.2,3.2,2.1,2.3,2.7,2.6,2.6,3.6,4.3,4.6,3.8,2.5,3.3,2.9,4.3,3.6,2.4,3,2.1,1.4,1.7,1.7,1.8,0.9,0.6,0.5,0,0
"172",2,17383,"India","Bihar","Pashchim Champaran",4747141,60.57,60.22,65.06,62.18,62.96,73,67.33,72.25,67.29,64.21,64.79,67.74,67.05,63.81,68.69,64.27,63.67,60.45,51.17,50.49,47.86,46.68,53.91,47,35.97,35,5.4,5.4,5.9,5.6,5.7,6.7,6.1,6.6,6.1,5.8,5.9,6.1,6.1,5.8,6.2,5.8,5.7,5.4,4.5,4.5,4.2,4.1,4.8,4.1,3,2.9,2,2,2.5,2.2,2.3,3.2,2.7,3.2,2.7,2.4,2.4,2.7,2.7,2.3,2.8,2.4,2.3,2,1.1,1,0.8,0.7,1.4,0.7,0,0
"173",2,17983,"India","West Bengal","Pashchim Medinipur",6657609,43.53,38.12,51.6,48.09,50.08,52.15,49.43,50.05,47.99,54.06,46.77,46.77,47.13,41.82,46.97,46.33,40.79,38.06,35.57,33.71,30.48,31.33,28.44,29.73,25.23,22.15,3.8,3.2,4.6,4.2,4.4,4.6,4.4,4.4,4.2,4.8,4.1,4.1,4.1,3.6,4.1,4.1,3.5,3.2,3,2.8,2.5,2.6,2.3,2.4,2,1.7,0.3,0,1.1,0.8,1,1.2,0.9,1,0.8,1.4,0.7,0.7,0.7,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0
"174",2,17534,"India","Jharkhand","Pashchimi Singhbhum",1775737,46.3,40.61,53.36,50.6,50.53,47.14,51.02,52.5,48.08,47.38,49.3,47.38,50.68,42.42,46.06,49.43,43.28,38.13,36.62,36.7,34.1,33.7,31.38,28.11,23.51,22.37,4,3.5,4.7,4.5,4.5,4.1,4.5,4.7,4.2,4.2,4.3,4.2,4.5,3.7,4,4.4,3.8,3.2,3.1,3.1,2.9,2.8,2.6,2.3,1.8,1.7,0.6,0.1,1.3,1,1,0.7,1.1,1.2,0.8,0.7,0.9,0.7,1,0.2,0.6,0.9,0.3,0,0,0,0,0,0,0,0,0
"175",2,17762,"India","Punjab","Pathankot",573171,32.76,31.58,32.99,31.81,30.45,31.02,28.83,33.74,30.01,28.55,29.59,27.11,28.26,26.59,23.36,25.67,25.61,24.11,23.73,20.81,21.24,20.3,21.11,19.1,16.02,16.85,2.7,2.6,2.7,2.6,2.5,2.5,2.3,2.8,2.5,2.3,2.4,2.2,2.3,2.1,1.8,2,2,1.9,1.8,1.5,1.6,1.5,1.6,1.4,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",2,17763,"India","Punjab","Patiala",2134658,46.47,46.67,51.11,48.38,47.74,52.65,55.89,59.75,54.97,47.83,51.46,48.06,54.9,54.84,47.33,48.47,42.93,40.19,41.42,40.71,40.9,33.99,32.32,29.8,25.47,26.93,4.1,4.1,4.5,4.3,4.2,4.7,5,5.4,4.9,4.2,4.6,4.2,4.9,4.9,4.1,4.3,3.7,3.4,3.6,3.5,3.5,2.8,2.7,2.4,2,2.1,0.6,0.7,1.1,0.8,0.8,1.2,1.6,1.9,1.5,0.8,1.1,0.8,1.5,1.5,0.7,0.8,0.3,0,0.1,0.1,0.1,0,0,0,0,0
"177",2,17384,"India","Bihar","Patna",7017712,66.44,71.87,68.64,64.92,74.44,81.86,80.72,87.38,75.88,76.66,77.1,75.81,77,67.58,69.22,71.83,63.16,60.07,53.05,55.13,54.35,51.56,55.92,49.31,44.12,42.68,6,6.6,6.2,5.9,6.8,7.5,7.4,8.1,6.9,7,7.1,6.9,7.1,6.1,6.3,6.5,5.7,5.4,4.7,4.9,4.8,4.6,5,4.3,3.8,3.7,2.6,3.1,2.8,2.4,3.4,4.1,4,4.6,3.5,3.6,3.6,3.5,3.6,2.7,2.9,3.1,2.3,2,1.3,1.5,1.4,1.1,1.6,0.9,0.4,0.3
"178",2,17938,"India","Uttar Pradesh","Pilibhit",2409625,42.6,50.02,54.32,48.38,50.55,53.94,56.32,57.61,56.72,48.78,53.7,50.8,60.13,53.94,51.15,53.62,47.66,44.95,42.68,43.15,43.34,37.78,40.16,37.48,30.98,32.4,3.7,4.4,4.8,4.3,4.5,4.8,5,5.2,5.1,4.3,4.8,4.5,5.4,4.8,4.5,4.8,4.2,3.9,3.7,3.7,3.8,3.2,3.4,3.2,2.5,2.7,0.3,1,1.4,0.8,1,1.4,1.6,1.7,1.6,0.9,1.3,1.1,2,1.4,1.1,1.3,0.8,0.5,0.3,0.3,0.3,0,0,0,0,0
"179",2,17939,"India","Uttar Pradesh","Pratapgarh",3769219,56.99,60.28,62.54,63.7,70.41,61.46,68.45,75.74,60.89,55,62.19,60.69,69.27,60.77,62.56,70.98,55.35,51.77,52.85,56.36,56.36,49.57,48.87,43.93,39.65,44.19,5.1,5.4,5.6,5.8,6.4,5.5,6.2,6.9,5.5,4.9,5.6,5.5,6.3,5.5,5.6,6.5,4.9,4.6,4.7,5,5,4.4,4.3,3.8,3.4,3.8,1.7,2,2.2,2.3,3,2.1,2.8,3.5,2,1.5,2.2,2,2.9,2,2.2,3,1.5,1.2,1.3,1.6,1.6,0.9,0.9,0.4,0,0.4
"180",2,17940,"India","Uttar Pradesh","Prayagraj",5616971,52.61,53.26,57.84,58.15,63.8,56.59,62.7,66.65,54.6,51.82,56.59,56.5,61.77,52.7,54.72,61.58,50.39,45.99,46.83,49.51,48.78,44.29,43.21,38.35,37.55,38.49,4.7,4.7,5.2,5.2,5.8,5.1,5.7,6,4.9,4.6,5.1,5,5.6,4.7,4.9,5.5,4.4,4,4.1,4.4,4.3,3.9,3.7,3.3,3.2,3.3,1.2,1.3,1.7,1.8,2.3,1.6,2.2,2.6,1.4,1.2,1.6,1.6,2.1,1.2,1.4,2.1,1,0.6,0.7,0.9,0.9,0.4,0.3,0,0,0
"181",2,17385,"India","Bihar","Purba Champaran",6113718,67.39,70.21,72.12,71.31,75.03,85.4,80.41,84.27,75.92,77.48,76.49,79.97,75.35,72.35,77.45,71.26,71.15,69.33,60.05,56.71,56.47,54.5,62.17,53.27,44.47,43.36,6.1,6.4,6.6,6.5,6.9,7.9,7.4,7.8,7,7.1,7,7.3,6.9,6.6,7.1,6.5,6.5,6.3,5.4,5.1,5,4.9,5.6,4.7,3.9,3.8,2.7,3,3.1,3.1,3.4,4.4,4,4.3,3.5,3.7,3.6,3.9,3.5,3.2,3.7,3.1,3.1,2.9,2,1.6,1.6,1.4,2.2,1.3,0.4,0.3
"182",2,17984,"India","West Bengal","Purba Medinipur",5779046,42.64,37.56,46.52,44.22,47.12,50.86,46.18,47.54,45.91,51.55,45.19,46.08,43.14,39.95,44.9,42.41,37.87,36.12,33.65,31.14,28.15,28.98,25.48,27.28,22.47,20.38,3.7,3.2,4.1,3.8,4.1,4.5,4,4.2,4,4.6,3.9,4,3.7,3.4,3.9,3.7,3.2,3,2.8,2.6,2.3,2.4,2,2.2,1.7,1.5,0.3,0,0.6,0.4,0.7,1.1,0.6,0.7,0.6,1.1,0.5,0.6,0.3,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0
"183",2,17535,"India","Jharkhand","Purbi Singhbhum",2756055,52.84,46.35,62.39,59.75,56.98,54.98,58.55,58.78,55.36,57.15,55.37,53.75,58.64,50.72,52.32,54.88,48.19,43.91,40.09,39.56,36.46,36,34.53,32.24,28.43,26.28,4.7,4.1,5.6,5.4,5.1,4.9,5.2,5.3,4.9,5.1,4.9,4.8,5.3,4.5,4.6,4.9,4.2,3.8,3.4,3.4,3.1,3,2.9,2.7,2.3,2.1,1.3,0.6,2.2,1.9,1.7,1.5,1.8,1.8,1.5,1.7,1.5,1.3,1.8,1.1,1.2,1.5,0.8,0.4,0,0,0,0,0,0,0,0
"184",2,17386,"India","Bihar","Purnia",3949429,57.04,59.54,61.07,62.73,63.08,73.06,65.87,61.95,63.31,63.38,64.09,70.05,62.25,58.28,66.61,54.89,56.33,59.29,49.22,42.84,45.51,42.79,47.13,40.91,38.39,40.33,5.1,5.3,5.5,5.7,5.7,6.7,6,5.6,5.7,5.7,5.8,6.4,5.6,5.2,6,4.9,5,5.3,4.3,3.7,4,3.7,4.1,3.5,3.3,3.5,1.7,1.9,2.1,2.2,2.3,3.2,2.5,2.2,2.3,2.3,2.4,2.9,2.2,1.8,2.6,1.5,1.6,1.9,0.9,0.3,0.5,0.3,0.7,0.1,0,0
"185",2,17985,"India","West Bengal","Puruliya",3317227,50.08,45.72,63.02,60.55,57.19,55.41,59.5,59.92,57.17,56.9,56.27,53.63,58.77,49.57,55.46,56.51,48.55,44.87,41.41,41.84,37.5,38.39,36.37,34.8,32.38,30.4,4.4,4,5.7,5.4,5.1,4.9,5.3,5.4,5.1,5.1,5,4.8,5.3,4.4,4.9,5,4.3,3.9,3.6,3.6,3.2,3.3,3.1,2.9,2.7,2.5,1,0.6,2.3,2,1.7,1.5,1.9,2,1.7,1.7,1.6,1.3,1.8,0.9,1.5,1.6,0.8,0.5,0.1,0.2,0,0,0,0,0,0
"186",2,17941,"India","Uttar Pradesh","Rae Bareli",2887599,58.03,59.97,62.35,62.22,70.92,61.33,68.9,72.55,60.6,55.05,60.75,58.65,68.41,61,63.7,71.14,57.22,51.02,52.72,56.04,56.47,49.36,49.71,45.92,41.06,44.91,5.2,5.4,5.6,5.6,6.5,5.5,6.3,6.6,5.4,4.9,5.5,5.3,6.2,5.5,5.8,6.5,5.1,4.5,4.7,5,5,4.3,4.4,4,3.5,3.9,1.8,2,2.2,2.2,3,2.1,2.8,3.2,2,1.5,2,1.8,2.8,2.1,2.3,3.1,1.7,1.1,1.2,1.6,1.6,0.9,1,0.6,0.1,0.5
"187",2,17418,"India","Chhattisgarh","Raigarh",1785559,47.75,43.08,51.37,50.65,50.17,48.84,47.92,50.22,46.75,46.8,45.44,40.15,45.14,38.94,43.29,42.63,39.43,34.09,32.37,33.49,29.44,28.96,28.06,24.15,23.11,22.87,4.2,3.7,4.5,4.5,4.4,4.3,4.2,4.4,4.1,4.1,4,3.4,3.9,3.3,3.8,3.7,3.4,2.9,2.7,2.8,2.4,2.3,2.3,1.9,1.8,1.8,0.8,0.3,1.1,1,1,0.9,0.8,1,0.7,0.7,0.5,0,0.5,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0
"188",2,17419,"India","Chhattisgarh","Raipur",2718534,73.89,67.09,77.79,78.19,72.09,71.83,68.71,73.4,69.45,68.06,68.72,61.34,65.46,59.36,60.79,62.2,59.14,53.53,54.47,50.69,47.71,45.07,46.74,41.04,40.63,38.55,6.8,6.1,7.1,7.2,6.6,6.5,6.2,6.7,6.3,6.2,6.2,5.5,5.9,5.3,5.5,5.6,5.3,4.8,4.8,4.5,4.2,3.9,4.1,3.5,3.5,3.3,3.3,2.7,3.7,3.7,3.1,3.1,2.8,3.3,2.9,2.7,2.8,2.1,2.5,1.9,2,2.2,1.9,1.3,1.4,1,0.8,0.5,0.7,0.1,0.1,0
"189",2,17420,"India","Chhattisgarh","Rajnandgaon",1813138,54.08,50.88,58.74,57.47,55.43,51.3,50.4,52.57,50.29,49.28,50.28,42.23,47.75,42.74,44.09,47.01,43.35,39.33,38.78,37.88,36.37,33.6,34.74,30.71,28.49,25.88,4.8,4.5,5.3,5.1,4.9,4.5,4.4,4.7,4.4,4.3,4.4,3.6,4.2,3.7,3.8,4.1,3.8,3.4,3.3,3.2,3.1,2.8,2.9,2.5,2.3,2,1.4,1.1,1.8,1.7,1.5,1.1,1,1.2,1,0.9,1,0.2,0.8,0.3,0.4,0.7,0.3,0,0,0,0,0,0,0,0,0
"190",2,17536,"India","Jharkhand","Ramgarh",1116712,46.79,44.89,55.77,52.91,54.04,48.85,52.64,55.59,53.54,49.77,51.99,49.9,53.34,43.05,46.53,51.87,43.28,38.76,36.61,38.69,37.4,37.09,34.42,33.28,29.64,28.58,4.1,3.9,5,4.7,4.8,4.3,4.7,5,4.8,4.4,4.6,4.4,4.7,3.7,4.1,4.6,3.8,3.3,3.1,3.3,3.2,3.1,2.9,2.8,2.4,2.3,0.7,0.5,1.5,1.3,1.4,0.9,1.2,1.5,1.3,1,1.2,1,1.3,0.3,0.6,1.2,0.3,0,0,0,0,0,0,0,0,0
"191",2,17942,"India","Uttar Pradesh","Rampur",2781160,46.36,53.07,55.85,53.39,54.77,59.14,61.17,62.65,61.24,52.58,58.6,53.3,62.66,56.6,50.95,55.17,47.96,44.35,43.89,47.01,46.45,42.69,41.03,40.64,35.31,36.95,4.1,4.7,5,4.7,4.9,5.3,5.5,5.6,5.5,4.7,5.3,4.7,5.7,5.1,4.5,4.9,4.2,3.9,3.8,4.1,4.1,3.7,3.5,3.5,3,3.1,0.6,1.3,1.6,1.3,1.4,1.9,2.1,2.2,2.1,1.2,1.8,1.3,2.2,1.6,1.1,1.5,0.8,0.4,0.4,0.7,0.6,0.3,0.1,0.1,0,0
"192",2,17537,"India","Jharkhand","Ranchi",3421681,42.6,39.67,48.65,46.96,46.94,42.26,44.95,46.54,46.21,42.4,44.36,42.93,46.43,37.54,42.12,45.22,38.28,33.73,31.82,33.11,32.29,32.07,29.77,28.25,22.15,21.14,3.7,3.4,4.3,4.1,4.1,3.7,3.9,4.1,4,3.7,3.9,3.7,4.1,3.2,3.6,3.9,3.3,2.8,2.6,2.8,2.7,2.7,2.4,2.3,1.7,1.6,0.3,0,0.8,0.7,0.7,0.2,0.5,0.6,0.6,0.2,0.4,0.3,0.6,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0
