name_1,year,pm2.5_pollution,order_var
Chhattisgarh,2016,55.65942067850335,5
Chhattisgarh,2020,61.53515075680075,5
Daman and Diu,2016,23.87723114285714,1
Daman and Diu,2020,28.342587455357144,1
Gujarat,2016,30.42148770931278,2
Gujarat,2020,36.825298709618245,2
Madhya Pradesh,2016,45.82426805944109,3
Madhya Pradesh,2020,51.04970950833649,3
Rajasthan,2016,49.25926537657437,4
Rajasthan,2020,54.01077468467328,4
