name_1,tot_pop,avg_pm2.5_2020,le_gain
Dhaka,40753744,87.57906054836309,8.092747933739583
Chittagong,32668468,78.87909948067072,7.24015174910573
Rajshahi,20653109,73.70669589094088,6.7332561973122065
Rangpur,17686302,60.62401193352437,5.451153169485389
Khulna,17540628,75.2967103800572,6.889077617245606
Mymensingh,12292659,73.86785000374256,6.749049300366771
Sylhet,11037893,55.112391043386,4.911014322251828
Barisal,9297712,74.21227208899082,6.7828026647211
