pm2.5_buckets,year,pop_prop,order_var
>0.5-1,1970,17.380827412887523,2
>0.5-1,2020,6.627943069204732,2
>1-1.5,1970,21.177137124459954,3
>1-1.5,2020,0.6755985070223924,3
0-0.5,1970,10.619285965440927,1
0-0.5,2020,92.69164042963803,1
1.5+,1970,50.822749497211596,4
1.5+,2020,0.004817994134856563,4
