name_1,tot_pop,avg_pm2.5_2020,le_gain
Province 3,6218344,36.9413812299675,3.1302553605368146
Province 2,6166484,73.51055801102022,6.714034685079982
Province 1,5142118,50.84911203823736,4.493212979747261
Province 5,5102654,47.659104135192784,4.180592205248893
Sudurpashchim,2898009,32.145621189923844,2.660270876612537
Gandaki,2719836,34.591503354743814,2.8999673287648937
Karnali,1786518,22.670495040353916,1.731708513954684
