Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hyderabad,PM2.5 - Principal,2020-01-01 02:00 AM,2020,01,01,02,54.7,148,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 03:00 AM,2020,01,01,03,44.3,123,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 04:00 AM,2020,01,01,04,40.6,114,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 05:00 AM,2020,01,01,05,37.8,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 06:00 AM,2020,01,01,06,34.9,99,Moderate,32.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 07:00 AM,2020,01,01,07,37.9,107,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 08:00 AM,2020,01,01,08,38.9,109,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 09:00 AM,2020,01,01,09,39.4,111,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 10:00 AM,2020,01,01,10,40.7,114,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 11:00 AM,2020,01,01,11,40.3,113,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 12:00 PM,2020,01,01,12,37.1,105,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 01:00 PM,2020,01,01,13,37.0,105,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 02:00 PM,2020,01,01,14,35.9,102,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 03:00 PM,2020,01,01,15,33.4,96,Moderate,29.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 04:00 PM,2020,01,01,16,32.0,93,Moderate,29.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 05:00 PM,2020,01,01,17,33.5,96,Moderate,37.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 06:00 PM,2020,01,01,18,34.6,98,Moderate,37.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,35.9,102,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,47.5,131,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,54.2,147,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,53.6,146,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,52.3,142,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,46.1,127,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,39.0,110,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,34.0,97,Moderate,29.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,26.5,81,Moderate,19.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,25.2,79,Moderate,24.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,30.1,89,Moderate,35.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,27.5,83,Moderate,25.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,26.2,81,Moderate,25.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,26.1,80,Moderate,26.0,UG/M3,1 Hr,Valid
