Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hyderabad,PM2.5 - Principal,2018-01-01 01:00 AM,2018,01,01,01,64.3,156,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 02:00 AM,2018,01,01,02,118.1,183,Unhealthy,172.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 03:00 AM,2018,01,01,03,156.1,207,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 04:00 AM,2018,01,01,04,178.0,228,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 05:00 AM,2018,01,01,05,175.5,226,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 06:00 AM,2018,01,01,06,156.7,207,Very Unhealthy,138.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 07:00 AM,2018,01,01,07,134.4,192,Unhealthy,112.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 08:00 AM,2018,01,01,08,127.7,188,Unhealthy,121.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 09:00 AM,2018,01,01,09,134.8,192,Unhealthy,142.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 10:00 AM,2018,01,01,10,141.4,195,Unhealthy,148.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 11:00 AM,2018,01,01,11,125.2,187,Unhealthy,109.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 12:00 PM,2018,01,01,12,99.1,174,Unhealthy,73.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 01:00 PM,2018,01,01,13,64.0,155,Unhealthy,29.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 02:00 PM,2018,01,01,14,47.0,129,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 03:00 PM,2018,01,01,15,36.4,103,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 04:00 PM,2018,01,01,16,31.2,91,Moderate,26.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 05:00 PM,2018,01,01,17,34.5,98,Moderate,38.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 06:00 PM,2018,01,01,18,37.7,106,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 07:00 PM,2018,01,01,19,42.3,118,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 08:00 PM,2018,01,01,20,51.6,141,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 09:00 PM,2018,01,01,21,68.3,158,Unhealthy,85.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 10:00 PM,2018,01,01,22,68.1,158,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-01 11:00 PM,2018,01,01,23,73.0,160,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 12:00 AM,2018,01,02,00,72.5,160,Unhealthy,72.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 01:00 AM,2018,01,02,01,70.7,159,Unhealthy,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 02:00 AM,2018,01,02,02,74.3,161,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 03:00 AM,2018,01,02,03,78.2,163,Unhealthy,82.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 04:00 AM,2018,01,02,04,76.6,162,Unhealthy,75.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 05:00 AM,2018,01,02,05,76.3,162,Unhealthy,76.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 06:00 AM,2018,01,02,06,79.7,163,Unhealthy,84.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 07:00 AM,2018,01,02,07,79.0,163,Unhealthy,81.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 08:00 AM,2018,01,02,08,78.8,163,Unhealthy,80.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 09:00 AM,2018,01,02,09,87.7,168,Unhealthy,103.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 10:00 AM,2018,01,02,10,87.6,168,Unhealthy,88.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 11:00 AM,2018,01,02,11,85.4,166,Unhealthy,81.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 12:00 PM,2018,01,02,12,81.7,165,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 01:00 PM,2018,01,02,13,78.0,163,Unhealthy,70.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 02:00 PM,2018,01,02,14,72.0,160,Unhealthy,64.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 03:00 PM,2018,01,02,15,59.7,153,Unhealthy,50.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 04:00 PM,2018,01,02,16,59.3,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 05:00 PM,2018,01,02,17,59.1,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 06:00 PM,2018,01,02,18,61.0,154,Unhealthy,63.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 07:00 PM,2018,01,02,19,75.0,161,Unhealthy,89.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 08:00 PM,2018,01,02,20,91.0,169,Unhealthy,107.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 09:00 PM,2018,01,02,21,97.5,173,Unhealthy,104.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 10:00 PM,2018,01,02,22,98.2,173,Unhealthy,99.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-02 11:00 PM,2018,01,02,23,99.1,174,Unhealthy,100.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 12:00 AM,2018,01,03,00,90.5,169,Unhealthy,82.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 01:00 AM,2018,01,03,01,81.2,164,Unhealthy,72.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 02:00 AM,2018,01,03,02,78.6,163,Unhealthy,76.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 03:00 AM,2018,01,03,03,95.8,172,Unhealthy,114.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 04:00 AM,2018,01,03,04,87.7,168,Unhealthy,79.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 05:00 AM,2018,01,03,05,85.6,167,Unhealthy,83.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 06:00 AM,2018,01,03,06,88.4,168,Unhealthy,92.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 07:00 AM,2018,01,03,07,91.5,170,Unhealthy,97.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 08:00 AM,2018,01,03,08,91.7,170,Unhealthy,92.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 09:00 AM,2018,01,03,09,94.7,171,Unhealthy,100.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 10:00 AM,2018,01,03,10,92.6,170,Unhealthy,89.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 11:00 AM,2018,01,03,11,85.7,167,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 12:00 PM,2018,01,03,12,83.2,165,Unhealthy,79.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 01:00 PM,2018,01,03,13,81.6,164,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 02:00 PM,2018,01,03,14,76.2,162,Unhealthy,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 03:00 PM,2018,01,03,15,73.4,160,Unhealthy,66.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 04:00 PM,2018,01,03,16,71.2,159,Unhealthy,67.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 05:00 PM,2018,01,03,17,73.1,160,Unhealthy,77.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 06:00 PM,2018,01,03,18,74.0,161,Unhealthy,76.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 07:00 PM,2018,01,03,19,87.8,168,Unhealthy,109.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 08:00 PM,2018,01,03,20,110.4,179,Unhealthy,130.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 09:00 PM,2018,01,03,21,112.6,180,Unhealthy,115.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 10:00 PM,2018,01,03,22,108.4,178,Unhealthy,104.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-03 11:00 PM,2018,01,03,23,111.1,180,Unhealthy,114.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 12:00 AM,2018,01,04,00,108.1,178,Unhealthy,105.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 01:00 AM,2018,01,04,01,109.5,179,Unhealthy,111.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 02:00 AM,2018,01,04,02,112.7,181,Unhealthy,116.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 03:00 AM,2018,01,04,03,115.7,182,Unhealthy,119.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 04:00 AM,2018,01,04,04,116.2,182,Unhealthy,118.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 05:00 AM,2018,01,04,05,117.0,183,Unhealthy,118.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 06:00 AM,2018,01,04,06,113.4,181,Unhealthy,106.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 07:00 AM,2018,01,04,07,109.0,179,Unhealthy,97.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 08:00 AM,2018,01,04,08,109.0,179,Unhealthy,106.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 09:00 AM,2018,01,04,09,112.3,180,Unhealthy,125.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 10:00 AM,2018,01,04,10,119.1,184,Unhealthy,135.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 11:00 AM,2018,01,04,11,113.0,181,Unhealthy,98.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 12:00 PM,2018,01,04,12,97.8,173,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 01:00 PM,2018,01,04,13,86.4,167,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 02:00 PM,2018,01,04,14,77.8,163,Unhealthy,70.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 03:00 PM,2018,01,04,15,73.3,160,Unhealthy,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 04:00 PM,2018,01,04,16,71.2,159,Unhealthy,69.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 05:00 PM,2018,01,04,17,73.5,160,Unhealthy,76.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 06:00 PM,2018,01,04,18,76.7,162,Unhealthy,80.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 07:00 PM,2018,01,04,19,85.6,167,Unhealthy,95.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 08:00 PM,2018,01,04,20,95.1,171,Unhealthy,105.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 09:00 PM,2018,01,04,21,114.1,181,Unhealthy,134.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 10:00 PM,2018,01,04,22,127.8,188,Unhealthy,141.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-04 11:00 PM,2018,01,04,23,117.9,183,Unhealthy,108.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 12:00 AM,2018,01,05,00,122.9,186,Unhealthy,128.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 01:00 AM,2018,01,05,01,114.4,181,Unhealthy,106.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 02:00 AM,2018,01,05,02,109.7,179,Unhealthy,105.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 03:00 AM,2018,01,05,03,117.3,183,Unhealthy,125.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 04:00 AM,2018,01,05,04,121.2,185,Unhealthy,126.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 05:00 AM,2018,01,05,05,122.2,185,Unhealthy,124.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 06:00 AM,2018,01,05,06,119.2,184,Unhealthy,115.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 07:00 AM,2018,01,05,07,114.4,181,Unhealthy,102.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 08:00 AM,2018,01,05,08,110.9,180,Unhealthy,102.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2018-01-05 09:00 AM,2018,01,05,09,130.7,190,Unhealthy,166.0,UG/M3,1 Hr,Valid
