Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hyderabad,PM2.5 - Principal,2019-01-01 01:00 AM,2019,01,01,01,79.3,163,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 02:00 AM,2019,01,01,02,99.6,174,Unhealthy,120.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 03:00 AM,2019,01,01,03,110.3,179,Unhealthy,121.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 04:00 AM,2019,01,01,04,127.6,188,Unhealthy,145.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 05:00 AM,2019,01,01,05,133.8,191,Unhealthy,140.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 06:00 AM,2019,01,01,06,147.9,199,Unhealthy,162.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 07:00 AM,2019,01,01,07,162.4,213,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 08:00 AM,2019,01,01,08,158.7,209,Very Unhealthy,155.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 09:00 AM,2019,01,01,09,155.3,206,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 10:00 AM,2019,01,01,10,133.1,191,Unhealthy,111.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 11:00 AM,2019,01,01,11,106.5,177,Unhealthy,80.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 12:00 PM,2019,01,01,12,82.7,165,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 01:00 PM,2019,01,01,13,68.3,158,Unhealthy,54.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 02:00 PM,2019,01,01,14,63.6,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 03:00 PM,2019,01,01,15,58.8,153,Unhealthy,54.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 04:00 PM,2019,01,01,16,56.9,152,Unhealthy,55.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 05:00 PM,2019,01,01,17,54.4,148,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 06:00 PM,2019,01,01,18,50.2,137,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 07:00 PM,2019,01,01,19,55.0,149,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 08:00 PM,2019,01,01,20,66.5,157,Unhealthy,78.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 09:00 PM,2019,01,01,21,82.7,165,Unhealthy,99.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 10:00 PM,2019,01,01,22,103.3,176,Unhealthy,124.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-01 11:00 PM,2019,01,01,23,99.6,174,Unhealthy,96.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 12:00 AM,2019,01,02,00,105.3,177,Unhealthy,111.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 01:00 AM,2019,01,02,01,112.1,180,Unhealthy,119.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 02:00 AM,2019,01,02,02,118.1,183,Unhealthy,124.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 03:00 AM,2019,01,02,03,124.5,187,Unhealthy,131.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 04:00 AM,2019,01,02,04,118.7,184,Unhealthy,113.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 05:00 AM,2019,01,02,05,110.8,180,Unhealthy,103.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 06:00 AM,2019,01,02,06,100.4,174,Unhealthy,90.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 07:00 AM,2019,01,02,07,104.7,176,Unhealthy,107.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 08:00 AM,2019,01,02,08,119.3,184,Unhealthy,143.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 09:00 AM,2019,01,02,09,159.6,210,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 10:00 AM,2019,01,02,10,167.8,218,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 11:00 AM,2019,01,02,11,138.4,194,Unhealthy,109.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 12:00 PM,2019,01,02,12,111.7,180,Unhealthy,85.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 01:00 PM,2019,01,02,13,85.8,167,Unhealthy,60.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 02:00 PM,2019,01,02,14,69.4,158,Unhealthy,53.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 03:00 PM,2019,01,02,15,55.1,149,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 04:00 PM,2019,01,02,16,49.5,135,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 05:00 PM,2019,01,02,17,44.7,124,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 06:00 PM,2019,01,02,18,41.8,117,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 07:00 PM,2019,01,02,19,54.9,149,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 08:00 PM,2019,01,02,20,71.9,159,Unhealthy,89.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 09:00 PM,2019,01,02,21,87.4,167,Unhealthy,103.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 10:00 PM,2019,01,02,22,95.7,172,Unhealthy,104.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-02 11:00 PM,2019,01,02,23,110.3,179,Unhealthy,125.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 12:00 AM,2019,01,03,00,113.1,181,Unhealthy,116.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 01:00 AM,2019,01,03,01,114.6,182,Unhealthy,116.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 02:00 AM,2019,01,03,02,123.3,186,Unhealthy,132.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 03:00 AM,2019,01,03,03,130.6,190,Unhealthy,138.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 04:00 AM,2019,01,03,04,139.3,194,Unhealthy,148.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 05:00 AM,2019,01,03,05,132.6,191,Unhealthy,126.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 06:00 AM,2019,01,03,06,134.8,192,Unhealthy,137.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 07:00 AM,2019,01,03,07,138.0,194,Unhealthy,144.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 08:00 AM,2019,01,03,08,153.4,204,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 09:00 AM,2019,01,03,09,142.9,196,Unhealthy,128.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 10:00 AM,2019,01,03,10,144.5,197,Unhealthy,148.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 11:00 AM,2019,01,03,11,148.1,199,Unhealthy,155.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 12:00 PM,2019,01,03,12,140.3,195,Unhealthy,125.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 01:00 PM,2019,01,03,13,136.7,193,Unhealthy,126.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 02:00 PM,2019,01,03,14,129.9,189,Unhealthy,118.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 03:00 PM,2019,01,03,15,115.9,182,Unhealthy,101.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 04:00 PM,2019,01,03,16,86.9,167,Unhealthy,61.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 05:00 PM,2019,01,03,17,64.4,156,Unhealthy,42.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 06:00 PM,2019,01,03,18,53.2,145,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 07:00 PM,2019,01,03,19,67.1,157,Unhealthy,81.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 08:00 PM,2019,01,03,20,77.0,162,Unhealthy,87.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 09:00 PM,2019,01,03,21,95.5,172,Unhealthy,114.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 10:00 PM,2019,01,03,22,99.2,174,Unhealthy,103.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-03 11:00 PM,2019,01,03,23,95.1,171,Unhealthy,91.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 12:00 AM,2019,01,04,00,109.5,179,Unhealthy,124.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 01:00 AM,2019,01,04,01,106.7,177,Unhealthy,104.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 02:00 AM,2019,01,04,02,99.8,174,Unhealthy,93.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 03:00 AM,2019,01,04,03,100.9,174,Unhealthy,102.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 04:00 AM,2019,01,04,04,104.9,177,Unhealthy,109.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 05:00 AM,2019,01,04,05,110.4,179,Unhealthy,116.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 06:00 AM,2019,01,04,06,115.2,182,Unhealthy,127.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 07:00 AM,2019,01,04,07,116.2,182,Unhealthy,121.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 08:00 AM,2019,01,04,08,129.0,189,Unhealthy,147.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 09:00 AM,2019,01,04,09,157.7,208,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 10:00 AM,2019,01,04,10,150.3,200,Unhealthy,143.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 11:00 AM,2019,01,04,11,142.2,196,Unhealthy,134.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 12:00 PM,2019,01,04,12,121.1,185,Unhealthy,99.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 01:00 PM,2019,01,04,13,95.7,172,Unhealthy,71.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 02:00 PM,2019,01,04,14,74.3,161,Unhealthy,53.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 03:00 PM,2019,01,04,15,71.1,159,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 04:00 PM,2019,01,04,16,69.0,158,Unhealthy,67.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 05:00 PM,2019,01,04,17,67.0,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 06:00 PM,2019,01,04,18,72.0,160,Unhealthy,77.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 07:00 PM,2019,01,04,19,73.0,160,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 08:00 PM,2019,01,04,20,77.4,162,Unhealthy,82.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 09:00 PM,2019,01,04,21,91.2,169,Unhealthy,105.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 10:00 PM,2019,01,04,22,88.1,168,Unhealthy,85.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-04 11:00 PM,2019,01,04,23,90.0,169,Unhealthy,92.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-05 12:00 AM,2019,01,05,00,93.4,171,Unhealthy,97.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-05 01:00 AM,2019,01,05,01,94.7,171,Unhealthy,96.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-05 02:00 AM,2019,01,05,02,106.7,177,Unhealthy,121.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-05 03:00 AM,2019,01,05,03,112.8,181,Unhealthy,120.0,UG/M3,1 Hr,Valid
Hyderabad,PM2.5 - Principal,2019-01-05 04:00 AM,2019,01,05,04,113.8,181,Unhealthy,115.0,UG/M3,1 Hr,Valid
